ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
50,50,85086,81111,1693,473,896,926,117,89963,84846,2174,673,1230,1083,63,93139,84890,2808,926,1241,2255,152,91181,85876,2446,621,1062,1150,111,93269,87820,2373,518,1265,1199,23,62466,60037,1028,234,539,596,71,68359,65308,1251,373,668,651,15,72160,66588,1836,515,843,1645,109,72160,66588,1836,316,554,215,60,187,2404,69784,66621,1394,364,565,791,35,72734,69352,1551,347,800,725,0,44000,18348,24774,42815,15925,26890,47555,14030,30912,43096,15531,26842,43386,16381,25784,42253,14041,26227,48621,16591,30696,58345,20084,37318,57603,19501,37171
51,51,87966,82601,2201,1193,1244,876,38,93291,86205,2921,1483,1872,856,45,91507,81444,3123,1882,1902,2086,63,93283,86422,2649,1358,1707,881,41,91678,82858,2761,2054,1753,1041,29,66140,62910,1256,679,767,588,20,71074,67406,1272,843,979,530,0,72488,65560,1960,1215,1323,1564,52,72488,65560,1960,908,980,200,16,218,2646,71499,67721,1374,778,921,528,0,70415,65944,1648,1318,850,652,0,48660,21095,26663,47827,18934,28893,50193,16790,30663,46103,18620,26757,46176,19282,25689,44804,16831,26049,50941,19691,29919,59749,23811,35057,59014,22782,35275
52,52,88849,79640,4271,2638,1740,879,74,91682,79872,4285,4651,2398,969,73,91098,77384,5252,3648,2331,1969,57,90763,76615,5107,4847,2513,1112,72,89581,74785,5281,5306,2407,1180,87,67328,61557,2540,1618,1123,606,38,70768,64052,2026,2605,1428,530,25,72818,63241,3506,2442,1593,1505,44,72818,63241,3506,1939,1190,167,21,207,2547,70548,62660,2661,2868,1552,667,25,69575,61445,2623,3316,1405,606,15,48942,22303,25716,47191,19950,27241,49673,17682,29122,44955,19065,25114,45021,19696,24041,43592,17212,24499,49660,20157,28137,57938,23942,33058,57293,23390,32991
53,53,91496,41476,12217,35821,2469,1390,123,93211,39861,14330,37044,2452,1973,143,93056,37975,16376,35396,2700,2281,101,93535,39828,14073,36268,3189,1859,82,94613,39289,15530,35944,3671,1119,283,67706,34072,7380,24442,1663,965,72,65400,32915,5730,24686,1124,1058,80,71476,32915,10519,25083,1998,1693,81,71476,32915,10519,23291,1679,201,19,270,2582,66196,32875,5811,25047,1666,963,40,67780,33568,6556,25085,1878,572,30,38688,28549,9568,36682,27267,9415,35093,23016,10508,29421,19891,8799,29469,20392,8193,28735,19058,8386,33736,22613,10181,40374,26860,12922,39991,26470,12556
54,54,84349,67078,3533,7472,6075,606,66,90821,68889,4514,7584,9411,699,118,92949,68469,4793,7655,10106,1492,77,92201,68274,4989,7981,9482,909,124,93004,68441,5072,7597,10138,1185,46,63859,51782,2160,5255,4449,407,53,65063,53513,2062,5416,3614,333,35,73853,55629,3199,5862,7633,1105,54,73853,55629,3199,5134,7043,114,22,308,2404,66309,54098,2564,5708,3362,386,45,67569,54906,2584,5896,3633,563,0,46944,22420,23805,47317,21118,26199,47998,21033,24566,44621,21409,22644,44721,22046,21656,43484,19785,22099,48815,23256,24448,56417,28332,27231,55968,26902,28409
55,55,85764,69788,2560,4151,8972,524,36,89515,70192,4187,4065,10902,424,32,91805,67646,4303,3985,13864,1309,81,90092,69847,4598,3995,11256,397,34,91439,69617,3701,4188,12506,631,2,65183,54419,1612,2850,6063,353,27,63166,53956,1686,2955,4298,244,0,71848,54587,2857,2955,9936,954,55,71848,54587,2857,2523,9425,99,8,218,2131,62432,52996,1760,2839,4575,231,0,63865,52952,1839,2752,5975,285,0,47529,22637,24194,48035,21519,26516,48121,21258,24507,44076,21632,21908,44173,21995,21273,42914,19484,21914,48235,23205,23988,55480,28132,26670,55041,26774,27673
56,56,84594,65977,1856,3331,13007,536,93,88188,63461,2324,3428,18469,528,194,90410,61232,3060,3909,20640,1135,78,87271,61967,2475,2935,19293,393,238,88875,61050,2641,4056,19877,659,162,66042,53098,1241,2314,9085,371,64,61743,50417,1083,2430,7286,363,74,71737,50886,2107,2885,14660,813,58,71737,50886,2107,2465,14066,59,22,180,1952,61622,49888,1276,1969,8036,281,114,63381,49689,1402,2746,8994,366,10,47503,24640,22107,46985,23267,23718,46613,23154,21002,42656,23470,18672,42816,23877,17986,41578,21367,18527,46753,25356,20304,53733,30866,22182,53336,29346,23385
57,57,86780,69299,1729,4385,10820,512,258,87644,68291,1756,4677,12675,877,0,89693,66921,2332,5472,13545,996,86,88473,69471,1462,4086,12876,635,5,89994,68715,1579,4352,13915,587,34,67204,54987,1102,2871,7823,338,192,61620,50819,912,3109,6481,178,0,71864,54770,1629,3905,10478,728,53,71864,54770,1629,3512,9688,100,5,188,1972,63173,51983,780,2686,7398,218,4,64923,52564,837,2952,8073,319,4,39081,20419,18028,37807,19161,18646,37723,16628,19628,31686,16298,14926,31725,16290,14710,30973,14818,14986,37150,17694,18679,46017,21119,24458,45114,20959,23431
58,58,86210,73337,1994,5877,4425,673,124,88521,72446,2104,7141,6382,333,193,90454,70708,2460,8603,6743,1388,97,88048,70362,2698,7646,6537,554,109,90908,71687,2106,8211,7190,920,60,67928,59072,1299,3942,3154,480,91,64227,54933,905,4853,3127,185,105,73423,58666,1771,6334,5130,1045,70,73423,58666,1771,5771,4455,113,11,257,2379,65409,55077,1372,5368,3279,350,90,68866,57649,1063,5995,3635,554,55,43087,22781,19431,42092,22046,20046,41595,17730,21851,35406,18182,16616,35488,18434,16105,34446,16377,16537,40441,19297,20072,48424,22504,25253,47535,22549,24044
59,59,80100,73266,1586,1949,2845,499,75,88193,79831,1828,2106,4109,371,166,89336,77696,2602,2993,4197,1183,71,88784,80377,1658,1788,4255,388,135,88200,78250,2401,2015,4313,417,106,60308,55901,971,1234,1889,329,49,65029,60402,1076,1201,1955,293,0,70271,62088,1755,2110,2965,859,53,70271,62088,1755,1815,2516,86,11,132,1868,66664,62033,1028,1230,1919,299,0,66458,61245,1386,1394,2040,276,45,41531,17972,22864,43807,17400,26407,45907,14607,29534,40172,15889,23859,40235,16087,23364,39154,14011,23845,45763,16620,28287,55197,19604,35018,54392,19505,34167
60,60,82451,72430,1881,4787,2986,526,76,90564,76310,2388,7758,3824,493,20,92742,75726,2994,7829,4133,1420,81,92258,77306,2000,8523,4006,479,25,92756,77411,2221,8422,3692,671,96,61352,54754,1169,3190,1979,324,50,66706,57248,1155,5793,2098,244,0,72453,60379,1949,5669,2910,1014,46,72453,60379,1949,5128,2517,97,14,141,2228,66921,57407,1072,6091,1954,327,0,68461,58704,1263,6070,1887,499,0,41489,20711,20197,43979,20541,23438,45485,16849,26797,40033,18388,21174,40151,18707,20621,38912,16348,21196,45810,19307,25577,55845,22826,32397,54928,22749,31316
61,61,90924,73186,2246,12596,2508,872,75,93150,70156,2481,16765,2533,1217,95,93156,68778,2870,16298,3282,1753,71,93822,69661,2569,17545,2576,1361,126,93284,67830,3027,17469,3984,1337,97,71774,59995,1405,8269,1779,555,55,71862,57086,1476,11119,1375,702,22,75006,57760,1890,11355,2442,1290,55,75006,57760,1890,10375,2020,138,10,243,2570,72467,57282,1495,11537,1158,817,18,72037,55768,1542,11514,2385,689,0,47150,26392,19873,45600,25009,20591,45013,20361,22620,38439,20548,17195,38474,20590,16790,37422,18607,17130,43534,21760,20589,51459,25258,25453,50730,25221,24393
62,62,92064,78065,2019,9795,1550,1011,73,92880,75742,2370,12254,1766,927,96,90539,69774,2564,13752,2009,2101,99,90933,73565,2062,11930,2300,974,91,89779,70913,2544,13018,2033,1163,119,72179,62942,1249,6373,1062,703,50,73279,61646,1385,8615,1053,535,13,74114,59135,1745,9773,1494,1569,79,74114,59135,1745,8948,1087,227,22,204,2746,72539,60627,1342,8471,1338,591,22,71769,59208,1604,9070,1090,597,24,48566,26534,21059,45990,24766,21224,47619,20301,25152,40833,20917,19177,40956,20904,18869,39620,18699,19083,46030,21768,22977,54116,24800,28514,53303,24922,27098
63,63,89358,82963,1693,3024,887,894,55,91283,82919,2355,3839,1284,987,58,90638,80389,2399,3820,1294,2089,62,91931,82688,2679,4514,1222,1148,56,90915,80165,2920,5455,1123,1100,88,67733,63919,997,1718,560,593,30,70350,65239,1185,2639,698,504,15,72589,65523,1543,2536,880,1502,36,72589,65523,1543,2077,571,222,7,170,2476,70904,65095,1394,3081,646,563,10,70929,64233,1605,3721,612,560,0,45863,22374,22552,38342,17124,21218,45953,14221,29594,39807,16160,22929,39862,16437,22274,38648,14049,22860,45684,16519,27957,55664,18934,35948,54656,19300,34216
64,64,92112,82565,3152,4840,767,1242,56,89475,78579,3903,5368,982,1243,80,91060,78219,3711,5437,989,2348,84,89385,78496,3833,5248,926,1215,137,90800,79375,4135,5042,1074,1371,121,70029,64227,1862,2825,473,813,31,69334,62739,2288,3021,496,695,28,71638,63262,2364,3222,704,1653,54,71638,63262,2364,2551,468,276,9,182,2526,69905,63380,2288,2958,407,748,28,71281,64545,2572,2875,500,782,14,44279,23955,19402,39257,19761,19496,42080,15159,24293,36334,16383,18936,36267,16848,17952,35530,14772,18702,41259,16972,22811,49252,19418,28987,48453,19227,27904
65,65,91851,84152,4041,2391,515,914,67,92449,84299,4293,2089,549,1114,297,92892,81712,4674,2927,735,2185,94,92701,83821,4331,2265,643,1345,329,93202,82446,5126,2710,663,1496,302,68891,64037,2373,1631,288,607,38,70297,65772,1854,1591,258,708,0,73184,65425,3018,2096,455,1573,61,73184,65425,3018,1749,266,188,36,177,2325,70406,65667,1851,1758,349,771,0,70990,65436,2255,2126,353,849,0,45692,20212,24313,44614,18455,26159,45996,11660,32131,39917,13720,25467,39968,13825,24849,38828,11772,25175,45543,13637,30699,55169,15252,39132,54268,15920,37273
66,66,84934,78788,2825,1453,1305,693,61,93151,85287,3334,1705,2513,431,21,93014,82007,4098,1922,2240,1929,60,93404,85200,3679,1861,2193,391,36,93259,83908,3950,2033,2114,513,39,62959,59295,1640,830,793,449,34,69208,65253,1398,1031,1207,318,0,71767,64551,2576,1164,1483,1385,36,71767,64551,2576,790,1154,134,14,178,2370,69873,65601,1685,1317,1029,266,0,70113,65254,1952,1561,993,305,0,46004,18836,26364,46504,17501,29003,49371,14407,32522,44749,15993,28144,44830,16587,27135,43461,14192,27496,49951,16829,31936,59224,20159,38273,58485,19634,38043
67,67,94045,86336,2585,3533,558,1283,43,91629,83454,2812,3328,942,1288,172,92816,81074,3301,4053,813,2725,69,91629,82398,3111,3946,1274,1472,148,93135,83332,2906,4104,1318,1563,90,72054,66922,1547,2438,360,890,26,72383,66861,1835,2352,378,839,19,73721,65531,1991,2851,517,2076,46,73721,65531,1991,2416,301,302,6,168,3006,72211,66195,1872,2577,516,959,14,73201,67139,1645,2730,580,1008,4,49156,27260,20765,45058,24011,21047,46841,17101,27154,40628,18019,21672,40659,18819,20428,39779,15956,21595,45582,18586,25543,53372,20545,31951,52732,21038,30549
68,68,89971,79757,2616,5100,1724,1071,50,88060,77093,2419,5993,2156,791,123,93065,76629,3831,7397,2198,2526,99,89331,76502,2639,6344,2243,1043,158,94200,78643,3500,7808,2399,1653,170,67637,61117,1533,3279,1125,712,37,67634,60362,1500,3912,1321,464,0,73273,61728,2466,5131,1619,1827,64,73273,61728,2466,4399,1305,237,15,213,2910,69541,61636,1699,4080,1330,618,0,73309,64005,2208,4773,1240,786,0,47614,26047,20684,46174,24683,21491,47522,20193,24937,41769,20335,20579,41812,21536,19043,40862,18399,20378,46783,21876,23570,54871,25361,28696,54276,25530,27814
69,69,93520,69244,2578,19545,1293,1343,97,88579,63676,3355,19226,1129,2267,103,91698,63049,3324,21511,1233,2436,85,88500,64035,2957,19394,982,1708,106,90624,62857,3348,22442,882,1383,72,70763,54584,1599,12975,913,941,61,68138,50952,2235,13231,583,1470,0,71476,51063,2252,15136,876,1832,43,71476,51063,2252,14183,626,276,11,230,2835,67027,50561,2002,13013,478,1059,0,68526,50445,1928,14953,416,852,0,49556,32120,16587,45919,29768,16151,44605,24174,18243,38688,22930,14905,38725,23787,13812,38017,20790,15357,43149,24681,17248,49900,28021,21170,49432,28376,20096
70,70,112322,44120,4346,62641,837,2147,89,105824,43176,4489,57337,959,1857,176,90738,32905,4417,51173,811,2324,103,105440,42742,4744,57117,1131,1600,184,90693,34281,4076,50940,951,1486,73,82135,35932,2630,42338,621,1500,60,78852,35201,2578,39691,392,1201,10,68117,27175,2976,36095,605,1734,74,68117,27175,2976,34144,400,263,20,264,2875,79379,35557,2851,39668,398,1055,10,68688,29109,2597,35857,321,732,29,53360,45980,6710,43725,38396,5329,37395,29931,6265,29638,24120,4758,29653,24551,4255,29199,23085,4728,33697,27211,5617,38691,30855,7367,38483,30659,6873
71,71,94466,89752,2377,966,497,1017,72,91692,85801,2853,1637,667,877,97,91966,83844,2816,1359,794,2293,121,90855,84440,3019,1733,750,899,89,92008,85288,3017,1723,708,1223,58,71835,68963,1382,502,334,700,35,71524,67905,1807,824,343,617,4,72963,67428,1835,756,522,1717,88,72963,67428,1835,466,305,234,27,140,2528,71499,67842,1833,793,387,615,0,73073,69089,2039,785,424,672,0,50078,26845,22055,46030,23959,22071,47198,17290,26867,41127,18085,22011,41255,19094,20812,40283,15573,22410,46060,18774,25821,54029,20938,32162,53322,21697,30594
72,72,89264,80092,2346,4402,1647,1010,76,88131,78428,2762,4970,1415,904,47,92844,79110,3295,5786,1852,2312,82,86337,76110,2966,4666,1653,1085,53,92066,80882,2703,4893,2031,1016,78,67309,61303,1401,2954,1067,692,49,67566,61147,1725,3271,709,687,4,72890,63207,2097,4057,1298,1734,49,72890,63207,2097,3490,953,196,11,194,2742,66213,59764,1847,3163,696,751,4,71053,63991,1786,3525,1052,687,10,48248,24688,22663,46447,22845,23602,48076,18965,26485,42602,19164,22610,42716,20317,21200,41647,17570,22079,48169,20971,25858,57426,24967,31568,56728,24815,31044
73,73,88095,73774,2720,3945,7046,847,96,93117,74739,3641,4624,9575,931,89,91543,71141,3976,6505,7849,1619,120,92210,73406,3611,4920,9307,1044,91,90486,71659,4032,4561,8893,1161,122,71914,60553,1887,3156,5813,641,71,70770,60688,2417,3104,3817,629,18,75397,59242,2868,5453,6176,1198,91,75397,59242,2868,4898,5655,199,45,236,2254,70777,60687,2411,3103,3758,701,23,69418,59068,3069,3037,3322,712,15,46504,27382,18314,45027,24725,20302,42545,21556,18283,37571,21283,15731,37634,22008,14608,36887,19603,15738,40175,21874,17193,43717,23582,19334,43386,23281,19396
74,74,90040,58032,8530,19399,4112,1580,137,92517,58166,8883,20582,5497,1675,312,90782,53371,10006,21379,4757,2692,143,92716,57539,10623,19144,5962,1494,238,89672,53811,10497,19818,5874,1280,153,67994,47316,5157,12203,2931,1067,89,67833,47332,5162,12400,2164,809,29,70233,44548,6596,14146,3447,1993,100,70233,44548,6596,11975,3002,274,28,304,3506,68283,47135,6002,11810,2475,756,0,65671,44883,6025,11888,2091,633,0,44089,29928,13428,35669,24682,10987,40886,25566,12643,37568,25429,11250,37563,26010,10341,36940,23728,11319,40981,27251,12362,46886,31591,14342,46516,31085,14315
75,75,90546,77584,3140,4463,4726,970,95,91833,77106,3758,4510,6180,742,26,93554,74210,4791,5751,6584,1949,97,92737,78377,3340,4861,5855,579,43,91841,76090,3549,5331,5636,1144,88,73016,63529,2090,3106,3755,672,72,70719,62984,2322,2829,2073,418,0,75207,60977,3215,4030,5174,1425,75,75207,60977,3215,3203,4601,219,19,286,2687,71146,63649,1999,3001,1920,284,0,71297,62462,2180,3625,2288,597,0,48286,29051,18438,44117,25219,18898,46612,25593,18339,42808,25754,16431,42870,26910,14934,42020,23602,16896,46723,27582,18018,53522,32205,20449,53172,31323,21154
76,76,90786,75667,4511,7843,2148,1176,60,92432,74913,5222,8692,2988,1504,12,92354,72135,5780,9421,2954,2283,128,92592,74413,5573,8900,3048,1245,15,92372,73580,5662,8902,3053,1239,110,69789,59714,2764,5274,1473,793,37,71523,60465,3242,5874,1171,865,11,73043,58896,3783,6519,2084,1639,79,73043,58896,3783,5600,1782,202,10,207,2563,71655,60275,3540,5986,1189,780,7,72046,60028,3857,5897,1404,705,19,48664,26273,21536,45847,24000,21847,47748,21795,22854,43209,22640,19713,43335,23371,18586,41853,20212,19628,47276,23783,22039,54457,27359,26073,53882,27426,25377
77,77,92036,66216,9258,13872,2414,1866,116,95407,66803,9746,15916,2656,2725,116,92594,64342,9822,13921,2722,2650,142,95760,65886,9035,17158,2861,2310,122,93768,64613,9076,15760,2937,1831,111,69796,53237,5836,8534,1651,1242,70,70910,54038,5959,8536,1102,1323,38,72106,52755,6597,8986,2022,1948,107,72106,52755,6597,7390,1574,311,22,356,3101,71772,53962,5799,9563,1366,1318,33,71027,53518,5896,9287,1352,924,4,47061,29610,16646,42485,26364,16121,43925,24736,16354,40535,25085,14604,40588,25964,13428,39901,22936,15063,44303,26779,16185,50975,31282,18761,50563,30685,18868
78,78,88539,80555,3195,3553,559,916,35,90820,81806,3984,3808,762,867,34,92264,80814,3977,4151,825,1900,85,91614,82069,4117,4182,640,909,18,92548,81837,4251,4024,708,1945,29,66875,61037,1897,3119,326,613,19,69892,63809,2408,2707,308,589,10,71687,63328,2490,3542,477,1365,57,71687,63328,2490,3210,305,248,5,129,1972,70903,64254,2419,3286,311,605,8,72038,64247,2782,3130,345,1320,10,41061,18222,21844,37905,15735,22170,40270,12555,24841,35744,13738,21099,35964,14466,20098,34944,11671,21187,40103,14129,24570,47565,16413,30172,46993,15933,30034
79,79,74556,65972,2824,3309,1959,701,85,81769,70274,3446,4021,3499,672,0,90952,74930,4590,5396,3990,1718,136,82649,70535,3642,3979,4089,632,0,90128,74909,4886,5497,3851,951,39,53945,48839,1616,1926,1192,454,45,57857,51919,1483,2328,1759,374,0,67213,56902,2787,3349,2657,1156,91,67213,56902,2787,2774,2345,196,29,205,1975,58754,52321,1731,2323,2030,393,0,64072,56377,2296,2968,1938,458,39,39543,13403,25472,39462,11837,27625,43873,12523,28520,39963,12995,26315,40063,13500,25484,39229,11256,26173,44813,14328,29186,53237,18669,33541,52958,17027,35149
80,80,83180,63566,4797,10067,4698,780,93,90277,63452,6316,14135,6798,742,73,92350,62080,7053,13469,8632,1524,104,90450,63175,6539,14244,7039,604,127,92249,64392,6902,13571,7304,720,128,61199,48896,2816,6201,3086,494,52,61945,48232,2947,7679,2544,357,47,69344,49206,4380,8850,5975,1063,62,69344,49206,4380,7822,5509,143,11,215,2058,61559,48239,2812,7371,2603,218,66,63467,50171,3061,6521,3139,381,54,45361,22707,22049,43786,20473,23313,45777,23423,19565,41604,22106,18835,41634,22751,17894,40785,20270,18821,45829,24660,19918,52789,30878,21023,52610,28492,23369
81,81,86271,71102,3716,8668,2513,892,98,90927,73651,4069,9141,3641,1099,228,91516,71724,5026,9133,3932,1819,141,91424,72761,4224,10216,3532,1325,218,90501,71206,4532,10228,3969,1350,216,65126,55734,2163,5296,1604,551,59,68900,59099,2208,5029,1817,454,10,71975,58603,3329,5948,2678,1250,90,71975,58603,3329,5057,2199,176,16,190,2405,68287,58074,2302,5385,1800,570,10,68020,57228,2610,5386,1943,478,30,47897,23906,23242,45806,21382,24424,48193,22745,21949,45848,23733,21170,45945,24634,19909,44878,21812,20923,49439,25608,22201,56150,31540,23451,55894,29235,25719
82,82,84228,42090,10820,29341,2834,1205,144,90684,46114,13352,28741,3597,1608,168,91219,45537,13338,28120,3926,2065,144,90729,45764,13622,28718,3921,1676,85,90716,45127,13446,28814,4530,1524,125,62840,35544,6348,19171,1979,794,79,63281,38896,4388,18011,1296,696,2,70814,39478,8520,19278,2859,1504,102,70814,39478,8520,17408,2387,176,30,336,2479,63318,39177,4871,17100,1465,722,3,64170,39573,5237,16862,1889,783,6,39068,27773,10732,36450,25521,10929,37943,26478,8938,34294,24276,9203,34359,24986,8420,33651,23198,8923,37719,27077,9429,43234,32637,9757,43072,30856,11333
83,83,84716,51838,22267,8413,2458,1589,147,91477,49701,27883,11104,3024,2956,99,91341,47115,28823,11772,3127,2948,123,92513,50269,27377,13077,2639,2914,112,93289,48846,28346,13895,2706,2527,96,60501,40817,13029,4854,1696,998,98,56776,39898,8745,5498,1338,1091,29,67461,38764,18188,7371,2360,2034,80,67461,38764,18188,5861,2012,225,9,192,2210,59513,40940,9266,7049,1050,955,35,61337,40304,11183,7954,1196,451,40,34098,17547,15906,31148,15341,15807,33198,15417,15337,28145,14203,13039,28277,14794,12338,27555,13157,12648,32298,16314,14667,38636,20797,17015,38284,19616,17702
84,84,87839,69792,9598,6304,1605,1458,98,89608,71504,8309,7576,2307,1373,40,91890,69044,10341,8135,2487,2423,140,90230,71940,8638,6518,2626,1413,57,90767,71808,8477,6448,2698,1537,170,67185,56415,5469,3538,1125,962,72,67738,58504,3557,3972,1009,642,4,73379,57992,6833,5032,1869,1720,98,73379,57992,6833,3931,1399,306,29,228,2661,68813,58748,4291,3683,1253,818,10,70588,59515,4987,3942,1425,717,0,43232,21635,20692,40306,18914,21392,43074,19222,20445,38799,19786,17987,38996,20496,17072,37938,17969,17867,43141,21696,19783,50328,27147,21985,49954,25519,23291
85,85,78102,71538,3129,1231,1882,560,52,85255,76244,4430,1692,2514,815,38,90127,78534,5138,2026,2667,1399,107,86661,77290,4390,1453,2923,663,42,89986,78872,5078,1835,3427,711,197,55850,52274,1684,566,1069,322,33,61156,56768,2238,656,1175,393,15,66158,59106,3073,1096,1689,884,86,66158,59106,3073,737,1427,96,12,151,1556,61885,57347,2230,511,1585,305,19,64693,59173,2713,693,1865,243,30,43701,11662,31380,43106,9873,33233,46314,10703,32654,41371,11257,29578,41446,11774,28709,40530,9718,29333,46269,12602,32473,54204,17021,36250,54061,15163,38334
86,86,86083,60999,17048,3109,5091,838,131,89725,61036,19804,3916,5919,976,144,90575,59794,20099,4100,5833,2074,163,89805,60741,19976,4592,5312,1278,136,90913,61029,20654,5195,4825,1708,169,63409,48203,10191,1635,3233,513,75,64564,49696,9605,1783,3035,466,0,70221,49639,13125,2333,4093,1448,107,70221,49639,13125,1635,3605,135,38,194,1850,65994,49888,10393,2306,2903,407,0,67573,50731,11320,2470,2516,474,0,41011,18157,22201,38699,15633,23066,41453,17106,21441,37178,16359,20074,37255,17036,19138,36305,14874,19761,41372,18450,21644,48413,23691,23851,47969,21594,25599
87,87,91772,59334,5374,25479,681,1933,74,91306,58202,6400,24846,891,1698,83,91376,56574,6240,24904,936,2914,130,90803,57426,7029,24261,1210,1661,76,91021,57049,7350,24451,1212,1583,326,68619,47251,3067,17046,435,1292,45,69148,47342,3439,16741,435,1079,25,70829,46627,3934,17394,631,2066,73,70829,46627,3934,16250,375,502,19,196,2926,68085,46637,3473,16264,549,1057,35,68893,46744,3989,16537,570,1003,45,42333,30431,11227,36537,24959,11578,36723,21182,13519,31588,19099,11491,31716,19773,10873,30874,17838,11325,35890,21270,13412,42983,25321,16865,42374,24448,16729
88,88,83363,76621,3216,1567,1165,1003,60,88159,80372,3996,1679,1358,855,65,90900,79817,4199,2286,1951,1982,95,89047,79405,4548,2073,1448,812,42,91361,81549,4050,2431,1864,988,96,63246,59170,1852,905,726,693,29,67770,63015,2199,1245,711,603,10,71051,63873,2613,1348,1249,1363,54,71051,63873,2613,974,974,261,8,175,2173,67830,62740,2575,1275,641,572,10,69995,64630,2423,1364,910,654,20,47184,22894,23540,45221,19570,25651,48686,19043,26520,44865,19804,24188,45038,20424,23279,43527,17408,24083,49468,21082,26915,57844,25774,31062,57330,24011,32345
89,89,81281,74720,3392,1518,891,958,49,89247,80538,3998,2650,1263,1094,62,93134,81021,5165,2810,1315,2145,106,90236,81506,3580,2886,1283,1195,53,92990,83465,4204,2600,1112,1158,101,61873,57702,1980,1040,609,641,28,67376,62658,1847,1459,653,635,20,71969,63731,3294,1909,924,1536,59,71969,63731,3294,1466,643,354,11,167,2303,69595,64376,1943,1785,649,755,6,71892,66183,2319,1749,756,734,7,38813,16461,21576,35473,13122,22351,40093,11709,25904,35238,12308,22146,35414,12521,21757,34281,10498,22058,40013,12874,25900,48103,15469,31731,47524,14893,31769
90,90,82941,75925,3656,1843,1017,751,79,91946,83731,3944,2364,1620,783,33,91549,79833,5205,2587,1567,1793,94,93289,82414,4510,2796,1873,901,41,92040,80389,4695,3533,1613,1082,25,59658,55879,1932,898,564,462,42,66810,63244,1522,1107,564,242,0,68467,61314,3080,1445,932,1194,54,68467,61314,3080,1004,609,164,9,186,2101,68544,64223,1938,1240,694,377,0,68362,62969,2406,1726,765,461,1,45496,18609,26052,44264,16150,28114,47709,15883,28631,43373,16945,25535,43510,17352,24809,42360,14682,25519,48262,18025,28707,56757,22492,33238,56347,20846,34591
91,91,89014,83900,2850,839,555,1059,79,90937,84848,3193,1568,488,743,171,91350,82902,3465,1239,785,2084,110,91291,84614,3700,1095,493,902,153,92032,82696,4033,2238,734,1174,321,65973,63115,1542,375,321,688,47,68897,65653,1608,710,256,541,49,70036,64647,2113,615,448,1494,65,70036,64647,2113,310,265,241,23,150,2287,70062,66421,2200,528,262,584,8,71626,66271,2191,1547,462,899,25,40204,19304,19904,37117,16413,20704,40162,11814,25572,35147,13023,21121,35229,13521,20299,34266,10904,21107,40080,13216,25424,48551,15120,32552,47891,14987,31767
