ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
36,36,26729,24629,764,603,594,214,20,34551,30948,1079,1285,976,173,40,40589,35104,1861,1142,1442,734,115,38555,34468,1253,1257,1255,188,25,42716,36826,1795,1282,1939,244,79,17967,16840,395,288,342,111,9,23795,22117,595,593,359,105,19,27508,24320,1016,636,851,460,72,27508,24320,1016,430,597,56,21,77,991,25749,23728,771,476,638,147,20,28311,25597,1067,590,829,128,60,10712,3945,6570,12788,4117,8671,15985,5004,9957,14253,4737,9022,14229,5152,9077,11124,0,11124,16677,5473,10736,21739,8297,12964,19962,4477,14248
37,37,37541,32884,3226,550,670,289,26,40303,34282,4151,821,883,444,10,40552,33147,4758,920,848,878,70,40455,34233,4317,802,1019,378,10,40418,33650,4492,915,998,426,30,28712,25798,1918,293,546,172,18,29810,27100,1699,405,398,181,0,31106,26244,3042,541,664,544,49,31106,26244,3042,420,558,101,24,55,662,30175,27300,1884,445,368,148,0,30635,27390,2206,489,311,185,0,15117,4785,10060,15643,4614,11029,16069,4068,10858,12580,4020,8057,12537,4346,8191,10083,0,10083,14731,4247,10015,18256,5458,12292,17078,3274,12532
38,38,43732,41299,1683,256,173,364,59,42159,38940,2157,375,220,669,95,41141,37395,2263,398,235,765,63,41947,38462,2319,320,342,669,84,41279,37445,2343,463,183,777,61,33659,32254,937,144,105,225,35,32203,30613,1051,179,77,286,8,31951,29573,1326,247,166,544,41,31951,29573,1326,147,90,95,12,41,667,32001,30374,1011,182,73,335,28,31680,29718,1180,262,94,461,10,21093,5324,14921,19326,4101,15225,20708,2971,16851,17040,3328,13091,17104,3287,13817,14569,0,14569,19174,3140,15757,22798,3725,18662,21699,2531,17851
39,39,22824,21246,678,266,531,119,21,33882,31230,798,488,1280,210,16,40998,35512,1589,836,2348,546,71,36694,33056,951,517,2013,149,34,42371,37406,1381,679,2478,232,134,15987,15095,353,147,300,84,12,23000,22148,225,239,324,66,14,28707,25407,912,453,1444,358,47,28707,25407,912,285,1233,50,12,69,739,24456,23144,303,255,639,74,30,28041,26173,512,408,768,135,11,11552,3836,7564,12108,4262,7846,16258,4833,10652,14579,4592,9649,14561,4846,9715,11661,0,11661,17340,5369,11609,23213,8697,14123,21318,4432,15763
40,40,41990,39862,898,145,114,1038,21,40287,37491,1223,269,203,1160,18,40081,36687,1292,338,240,1484,31,40265,37274,1377,316,170,1261,9,40153,36898,1474,427,206,1239,19,31746,30591,439,62,57,609,16,30168,28807,443,130,126,652,8,30382,28308,772,182,161,900,18,30382,28308,772,90,102,597,2,25,486,30078,28583,543,180,109,708,8,29810,28245,585,227,111,719,4,20349,5320,14189,19319,4052,15267,20460,2757,16804,16722,2824,13324,16806,3426,13380,13962,0,13962,18938,3010,15657,22897,3421,19083,21475,2733,17387
41,41,38108,36603,1042,163,125,188,16,38432,36270,1598,252,144,210,21,38196,35618,1506,277,171,509,61,38575,36039,1710,215,112,290,35,38998,36263,1722,223,147,393,43,28746,27948,562,53,65,121,11,28713,27672,749,94,99,120,16,28727,27206,841,125,108,323,36,28727,27206,841,55,54,57,11,53,450,28865,27735,725,108,84,188,37,29198,27872,845,100,104,275,38,19293,5793,12812,16904,4443,12461,19066,3236,14942,15523,3469,11511,15571,3551,12020,12611,0,12611,17682,3348,14043,21370,3806,17193,20139,2589,16258
42,42,40225,36557,2675,440,289,401,29,39088,34577,3177,686,393,419,19,38324,33059,3104,757,466,876,49,38819,34161,3323,733,410,418,39,38151,33148,3391,699,457,762,36,30162,28005,1546,216,177,271,17,29415,26908,1830,184,153,300,12,29380,25958,1957,408,318,639,27,29380,25958,1957,277,244,110,9,75,750,29240,26668,1906,236,186,224,22,28973,26167,1914,328,222,330,22,18387,5380,12421,17102,4657,12445,18020,3092,14028,14225,3094,10483,14262,3426,10836,11805,0,11805,16258,3256,12659,19338,3926,15033,18516,2818,14481
43,43,42056,38835,884,321,258,1864,84,40854,36905,1397,802,352,1706,34,38921,34633,1388,498,275,2090,68,40801,36700,1502,725,490,1616,84,39023,34573,1620,633,386,1832,49,32837,30878,513,191,176,1120,55,31800,29570,628,507,179,862,8,30476,27722,860,324,178,1310,39,30476,27722,860,202,93,757,8,52,782,31705,29309,751,393,261,962,34,30325,27815,827,407,251,1018,0,20959,4686,15442,19543,3626,15917,20633,2636,17096,17203,2827,13706,17173,3630,13543,14092,0,14092,18899,2998,15606,22099,3283,18440,20760,2341,16970
44,44,40693,30845,8521,882,220,433,65,39528,28569,8893,1693,205,308,61,39247,27067,9753,1442,373,853,120,39342,28052,8932,1750,344,405,21,39256,27057,9409,1964,457,564,119,30053,24179,5009,577,137,266,40,26685,22447,3485,494,69,189,29,29039,21353,6114,872,241,585,75,29039,21353,6114,763,166,49,34,41,519,26621,22083,3656,573,117,223,8,26862,21448,4077,914,158,165,74,16544,4226,11733,15277,3387,11890,16528,3012,12772,12665,2548,9700,12684,2722,9962,10676,0,10676,14671,2811,11636,17665,3565,13821,16945,2576,13455
45,45,36062,27912,3479,3020,1415,568,158,39168,28547,5392,3441,2011,668,198,39331,27078,5831,3642,1768,1268,194,38807,26862,6307,3884,2073,696,105,37858,24679,6728,4074,2274,945,168,26549,21370,2029,1929,1000,337,88,27702,22068,2599,1635,951,341,54,29531,21523,3584,2261,1332,837,120,29531,21523,3584,1760,930,140,61,118,1415,26934,20918,2946,1747,912,338,14,26473,19552,3229,1884,1138,386,60,16386,6979,9138,14846,6211,8635,15890,5902,8760,13076,5157,7351,13059,5658,7401,9726,0,9726,14783,5908,8323,17755,8110,9081,16174,4934,10020
46,46,37067,27982,2991,2977,2680,887,77,38654,26700,4451,3739,3598,605,129,38941,26641,4352,3766,3181,1173,47,38236,25868,4876,3659,3659,824,163,38453,25422,4252,4402,3662,903,201,30360,24316,1873,1703,2100,526,44,28581,23050,2020,1947,1147,331,6,31856,23068,2994,2269,2594,809,28,31856,23068,2994,1867,2296,248,9,344,1030,28369,22546,2255,1854,1311,353,12,28624,22087,2128,2346,1643,318,3,10640,6321,4076,9304,5666,3638,9952,5369,3777,8026,5020,2587,7982,5177,2805,4999,0,4999,9095,5284,3460,10997,6494,4145,9836,4495,4636
47,47,41099,36683,3161,228,329,958,20,39486,34267,3662,598,410,702,35,39092,33313,3650,439,383,1323,91,39146,33820,3728,878,384,615,33,39064,33406,3919,711,422,897,41,31518,28944,1841,102,213,526,11,29620,27130,1796,182,98,420,12,30221,26543,2273,225,264,846,40,30221,26543,2273,115,168,283,5,72,762,29505,26740,2003,222,163,325,8,29405,26480,2144,216,177,378,23,19932,5313,13885,18313,4630,13683,19097,2922,15224,14992,2644,11764,14967,3451,11516,12683,0,12683,17083,3019,13770,20509,3470,16636,19580,2736,15491
48,48,41481,32048,8055,359,344,1160,43,40428,29757,8985,564,513,1070,113,40192,29337,8516,536,459,1558,76,40105,29275,9118,478,488,1112,124,40113,28849,9363,524,479,1319,153,31318,25555,4887,182,224,674,32,29680,23670,5007,262,191,526,0,30644,23551,5458,291,313,1005,57,30644,23551,5458,181,230,356,25,89,754,29600,23520,5054,246,165,565,0,29545,23345,5169,185,183,582,0,17185,5246,11402,15889,4687,11202,16141,3456,11763,12428,3128,8783,12376,3764,8612,10192,0,10192,14494,3618,10571,17753,4507,12877,17024,3325,12613
49,49,27278,24775,1154,586,649,185,37,33296,30044,1132,923,1061,308,27,38542,32489,2389,1158,1661,618,91,32847,29751,990,892,976,401,49,36511,32254,1796,1083,1167,426,37,19055,17556,683,310,409,123,26,23000,21109,741,435,537,113,4,27014,23359,1408,628,1028,370,54,27014,23359,1408,478,805,55,22,61,826,23026,21319,544,549,414,126,4,25847,23647,1007,599,474,86,10,11909,5061,6663,12407,4578,7829,14790,5344,8494,12874,5119,7299,12868,5366,7502,9610,0,9610,15356,5800,9085,20391,8761,11151,18507,4860,12490
