ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
193,193,63383,57398,3798,1421,571,384,40,64658,56404,5163,1961,882,364,11,64200,55387,5031,1640,1034,1055,58,64302,55474,5034,1669,1040,1056,58,64701,56526,4729,2297,976,371,5,64099,56338,4111,2121,1141,483,0,49462,45737,2236,930,403,249,28,49590,45883,1838,1158,472,236,0,50501,44669,3135,1049,766,735,35,50501,44669,3135,736,597,73,10,140,1141,49469,45852,1685,1167,533,244,0,49563,45563,1962,1105,739,238,0,26589,10152,16026,24850,8778,16072,28075,8115,18796,28124,8315,18380,27718,8978,18740,22262,7963,13865,22268,8694,13165,27398,8695,18008,32399,9640,22315,32025,9555,21532,31874,8367,22076,31903,8804,21875
194,194,58443,47616,1889,6686,2272,388,56,61860,45250,2624,10816,3308,611,150,62200,45151,3481,9477,3593,841,114,62236,45169,3482,9517,3598,842,114,62280,44960,3305,11201,2861,547,127,63079,45600,3710,10561,2946,776,94,50654,42008,1482,5309,1854,297,45,51233,39373,1865,8086,1466,334,0,54094,40159,2663,7753,2953,662,91,54094,40159,2663,6732,2420,61,22,274,1763,52179,39750,2603,8091,1354,328,10,53183,40309,2983,7583,1915,326,4,30913,21669,8923,28073,20068,8005,31296,22493,7537,30843,21206,8994,30288,22303,7985,27694,21963,5172,27590,22327,4802,31624,23791,7064,36566,28080,8074,35756,26694,7703,35376,25243,8529,35606,26004,8097
195,195,57964,15161,2013,39836,1462,543,51,54189,16755,2632,33078,2402,512,74,61783,20566,3551,35114,2723,929,118,62205,20571,3560,35371,2723,929,118,55211,17594,2329,33922,2076,406,50,61040,19435,3543,35813,2659,726,12,45328,14118,1463,28733,1243,406,40,42788,14721,1818,24589,1375,217,50,50360,18878,2680,26338,2383,692,102,50360,18878,2680,24778,1986,102,49,263,1624,43403,15672,1639,24575,1222,168,10,47527,17506,2274,25876,1518,217,0,32541,30644,1736,32705,30823,1882,30762,28455,1691,29907,27119,2512,29559,27300,2259,24864,23402,1149,24818,23461,1103,28449,26327,1744,30942,28768,1988,29804,26785,2179,29576,26320,2339,29669,26315,2438
196,196,62592,57483,1727,2541,691,340,87,63913,57089,3058,2648,1134,364,135,65892,56698,3554,3557,1069,1135,89,65953,56743,3561,3578,1080,1141,90,64188,56454,3610,2847,1153,350,94,65121,56397,3542,3260,1628,354,43,48590,45533,970,1490,442,216,47,49756,45880,1644,1583,400,198,30,52488,46343,2179,2312,742,819,62,52488,46343,2179,1830,582,49,13,152,1340,50209,45439,2454,1650,436,167,10,51169,45577,2651,1793,965,147,0,28537,11381,16774,27449,9943,17506,30716,8811,20689,30743,9198,20004,30361,9997,20364,25170,9429,15220,25196,10362,14404,30603,10221,19605,36352,11752,24079,36033,11825,23216,35862,10489,23737,35923,10803,23808
197,197,64744,3291,40819,21893,2431,1607,294,65073,4867,39712,20616,2778,998,154,61989,4133,38577,20447,2361,1376,242,62586,4162,38889,20509,2365,1376,242,65433,4982,40918,19003,3305,784,189,62617,4543,39606,18425,3047,1524,338,44378,2720,27206,14716,1791,1063,204,42488,3824,24021,12710,1620,252,0,45621,3650,27742,14465,1834,1041,181,45621,3650,27742,11726,1492,54,14,194,749,41989,3864,24631,11721,1624,203,0,40930,3731,24551,10825,1477,149,0,26235,24401,1701,25570,24675,895,25675,24292,1108,24412,22983,1254,24192,23123,1069,15982,15280,593,16029,15324,603,21079,19530,1378,23610,20749,2731,21199,18568,2044,20937,18289,1993,21134,18425,2130
198,198,64549,3304,4447,53928,3857,809,157,64624,3291,5134,53291,4367,1325,111,63286,2963,5710,52046,3467,986,106,63729,2973,5731,52185,3467,986,106,66178,3643,5792,54311,4089,1167,78,67322,4092,6120,55226,3571,1130,51,47592,2996,2971,39092,2987,561,110,46200,2919,2738,37444,2378,405,8,48685,2637,3872,39744,2818,765,82,48685,2637,3872,37830,2616,107,17,307,1299,47217,3038,3354,37987,2075,363,8,47583,3410,3261,38920,1448,498,4,32650,31483,1044,32254,31536,718,30069,28775,898,29246,27835,1180,29036,28026,1010,23546,22828,569,23544,22835,580,27429,26214,967,29842,28278,1383,28549,26660,1221,28336,26436,1181,28431,26360,1414
199,199,60497,54787,1540,2993,1123,349,49,62976,55557,2428,4019,1090,564,39,64033,54176,2683,4343,1863,956,100,64111,54232,2684,4380,1871,957,100,63496,56211,2480,3842,1117,646,31,64889,56517,2846,4170,1451,582,128,47401,43671,1002,1782,813,252,37,48661,44224,1490,2059,568,404,4,50848,44126,1753,2721,1409,736,67,50848,44126,1753,2194,1077,66,20,135,1477,49593,45230,1495,1997,648,394,4,50379,45455,1578,2189,720,262,0,26334,11395,14598,25065,10155,14910,28226,10362,16678,28261,10154,16821,27870,10792,17078,23809,10373,12966,23865,11374,12016,28151,11393,16046,33002,13371,19154,32534,12879,18700,32388,11586,19339,32358,11964,19132
200,200,65137,10350,1581,53077,745,857,86,65992,11750,1316,51861,1181,485,143,65329,11222,2118,51049,1232,1017,95,65563,11224,2118,51157,1232,1017,95,67665,11913,1552,53127,1031,593,108,68077,12200,1901,52966,1165,525,54,51602,8587,1006,41783,517,653,72,52500,9831,899,40968,607,307,4,53506,9436,1464,41741,902,832,65,53506,9436,1464,39861,625,130,11,300,1679,53231,9766,1060,41519,601,447,0,53308,10151,1274,41059,506,398,10,41651,40414,1082,41117,40044,1073,39446,37823,1046,38741,36897,1527,38460,37171,1289,35191,34208,742,35078,34129,726,38326,36866,1115,41384,39855,1350,40494,38349,1306,40184,37987,1338,40270,37899,1504
201,201,65628,5809,1975,57748,912,904,76,68171,6421,1923,58952,1283,862,247,66019,5778,2898,56472,1427,1088,119,66430,5781,2902,56629,1427,1088,119,69565,5697,1934,61430,1006,748,203,70536,6547,2503,61277,1289,838,186,50424,5421,1286,43346,773,664,58,51962,5569,1257,43672,710,439,15,51558,5218,2100,43299,1184,801,77,51558,5218,2100,41284,986,144,17,283,1526,51200,5165,1256,43530,586,344,10,51550,5926,1699,42859,512,292,40,35924,35074,716,34571,34050,521,32819,31637,722,31982,30746,1002,31695,30837,858,26359,25745,424,26318,25704,433,30223,29180,760,32667,31429,1069,31416,29773,906,31125,29471,866,31238,29373,1081
202,202,58612,29668,9389,11886,7748,518,179,61900,24323,13747,14916,10330,699,0,64545,18269,17864,15168,12272,897,109,64695,18315,17893,15218,12272,898,109,63508,23479,15379,15713,10359,722,0,62691,20020,17971,13783,11234,663,0,42509,23683,5813,7192,5606,347,117,36542,17721,6515,7524,4553,301,0,46656,14903,11686,10016,9102,634,82,46656,14903,11686,8578,8744,88,14,1028,1615,36337,16877,7476,7627,4158,273,0,35449,14935,7957,7168,5319,330,0,21415,14356,6804,18831,14076,4755,19834,13751,5594,18990,13166,5514,18713,13859,4854,13106,10277,2681,13177,10362,2668,17147,12403,4464,19526,13736,5618,18380,13143,4693,18166,12557,4860,18262,12944,4771
203,203,63692,16539,11053,29000,7924,622,279,71614,12626,15611,37170,7929,1624,100,65317,10545,15259,31536,8814,871,169,65519,10562,15290,31593,8814,871,169,69659,12023,16336,35866,7404,1391,95,68393,11515,16578,34005,8092,1476,19,45596,13953,7079,18955,5810,426,198,43631,10110,7732,21277,4050,525,0,48632,9078,10478,22527,6816,675,139,48632,9078,10478,20761,6464,74,33,503,1241,42796,9442,8026,21028,3802,471,0,42264,9026,8089,20732,3869,414,0,24034,19365,4516,23358,20036,3322,24282,20472,3359,23399,19566,3546,23136,20007,3129,18413,16218,2044,18468,16323,2014,22448,18988,3217,25837,21198,4496,24507,20160,3827,24197,19614,3848,24356,19788,3982
