ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
74,74,60910,42170,5284,12789,964,592,78,64107,43327,5987,13637,1307,487,31,64573,42084,7148,13559,1298,1254,77,64829,42164,7168,13715,1317,1257,78,64486,44691,5837,13080,884,418,16,65301,43515,7402,14094,817,416,15,44840,32495,3243,8454,656,381,52,45879,34090,2135,8656,792,184,0,48711,33416,4420,9304,944,922,51,48711,33416,4420,8203,768,100,13,190,1601,47183,35431,2588,8383,495,215,0,47298,34492,3072,9137,350,217,10,24684,15055,9342,23733,13788,9945,26503,14181,11339,26558,13544,11864,26258,14279,11979,22117,13247,8507,22123,13602,8202,26690,14937,11160,31683,17700,13623,31372,17201,13323,31305,16345,13749,31213,16678,13566
75,75,64039,62621,441,368,408,215,36,61865,59867,862,944,423,165,32,63568,59904,994,592,534,943,65,63767,60097,994,628,546,950,66,61117,59005,761,750,410,217,32,63308,60363,1111,834,456,188,69,50543,49669,248,158,294,162,32,49075,47975,461,393,107,163,0,51415,48865,740,282,390,667,38,51415,48865,740,148,285,39,12,92,1234,48987,47771,536,345,174,205,10,50697,49159,859,343,185,174,4,28930,13043,15176,26680,9855,16825,29064,7290,20723,28839,8435,18348,28453,9978,18475,22851,8421,14092,22906,8022,14540,28235,8360,19192,33718,8718,24508,33381,9601,22962,33186,8022,23589,33241,9021,23124
76,76,66761,62357,1455,2126,614,310,60,66485,61588,1708,1938,932,437,59,62593,57390,1534,1580,912,928,67,62712,57494,1534,1613,920,928,67,65798,60775,2056,1770,972,309,56,62986,58234,1990,1684,693,333,50,53108,49576,1117,1733,495,244,47,52610,49140,1094,1465,521,307,8,49529,45802,1032,1065,702,685,46,49529,45802,1032,842,516,82,8,96,1151,52425,48885,1297,1359,578,222,8,49910,47070,1131,1145,360,217,8,25551,11446,13590,22573,9229,13344,25765,8130,16604,25544,8877,15184,25046,9842,15204,20845,8526,11974,20913,9053,11445,25158,9009,15544,29745,9599,19745,29392,10283,18313,29229,8734,19295,29346,9183,19204
77,77,61488,51862,1621,2259,5601,300,51,64991,52880,1869,2642,7477,270,62,61835,46746,2498,2529,9101,691,72,61876,46784,2498,2548,9101,691,72,65030,52653,1880,2948,7483,466,30,63146,50641,2064,2917,6653,436,87,51934,44039,1334,1824,4634,223,43,49562,44330,1374,1628,2004,184,39,52470,39729,2026,2049,7877,559,64,52470,39729,2026,1542,7318,43,9,217,1586,49886,44473,1345,2019,1987,389,10,48791,43343,1416,2009,1913,317,55,30121,17467,12260,28357,14978,13379,29777,16140,12100,30004,15161,13258,29568,16068,13500,23506,14498,8410,23463,14673,8268,27718,15778,11050,30214,17694,12089,29921,16631,12212,29731,15504,12869,29724,16131,12268
78,78,64607,62922,573,620,214,316,30,62843,60678,763,869,335,306,14,62133,59107,665,668,355,1062,49,62267,59234,666,680,356,1063,49,62646,60334,776,995,238,298,14,62158,59452,795,834,397,309,16,50437,49365,351,356,143,240,19,50170,48995,404,468,87,223,4,49798,47712,434,383,224,806,33,49798,47712,434,225,143,82,3,49,1150,50160,48890,404,556,73,252,4,49835,48530,420,495,163,256,0,28999,7635,20766,27537,5995,21542,30408,4557,25246,30170,5381,23195,29715,6625,23090,24127,5628,18217,24159,5445,18463,29673,5314,23944,35551,5452,29849,35084,5846,28641,34871,4735,29116,34926,5388,28825
79,79,65463,61494,774,2491,504,333,54,63056,58366,1181,2883,332,399,60,63069,56385,1038,3209,706,1080,65,63269,56534,1038,3363,716,1082,66,62745,57927,997,2938,277,430,45,62990,57265,1076,3232,576,335,63,51739,49246,509,1452,376,246,38,49778,46898,746,1596,177,275,14,50856,46299,703,1988,524,803,46,50856,46299,703,1582,384,72,5,192,1619,49435,46875,651,1429,153,288,20,49750,46780,678,1665,291,192,20,26562,11423,14652,21623,8656,12967,26236,7959,17298,26157,8519,15981,25966,9663,16303,20146,7923,11840,20301,7937,12010,25284,8691,15987,30238,9998,19892,29984,9948,19127,29834,8820,19581,29923,9574,19314
80,80,63976,62284,500,557,481,199,26,62759,60627,477,568,827,160,68,62208,58958,726,724,620,795,66,62295,59041,726,737,623,802,66,62252,59807,664,619,873,142,68,61967,59271,735,729,722,275,35,50299,49225,322,298,329,149,17,49979,48780,260,308,488,112,45,49537,47361,454,395,428,565,39,49537,47361,454,251,322,49,7,74,1019,49537,48167,444,304,499,103,35,49245,47795,485,418,345,154,0,28046,8725,18891,29115,7886,21229,29954,6229,22858,29910,6833,21508,29693,7811,21882,24112,6968,16765,24313,6993,16937,29453,7111,21777,34885,7965,26597,34635,7871,25956,34433,6695,26434,34541,7329,26295
81,81,67721,63037,1063,3009,410,279,20,67502,62468,990,3318,560,340,104,66417,59958,1424,3165,518,975,52,64708,59347,1260,2266,512,969,52,67465,62585,932,3152,626,327,13,66017,60605,1301,2788,643,555,19,52712,48979,749,2529,306,190,9,53466,49810,622,2556,199,255,29,52883,47881,974,2620,391,698,30,52883,47881,974,2365,304,75,11,110,1163,53803,50294,583,2521,214,194,4,52895,49020,842,2305,365,418,8,27040,8963,17544,25596,7771,17825,29103,6532,21598,28996,7265,19876,28575,8460,20115,23203,7203,15593,23171,7230,15550,28315,7285,20386,33678,7832,25454,33203,8044,24366,33024,6779,24827,33077,7405,24694
82,82,61593,53592,1797,2899,3220,287,72,64971,54668,2533,3993,3690,264,82,64866,53374,2631,3831,3925,709,239,62294,52221,2391,2694,3920,702,237,65227,55054,2644,3878,3570,268,77,64236,53642,2473,3702,3968,420,54,53701,46413,1631,2600,2993,233,56,54203,47170,2012,3211,1588,107,4,57280,47125,2338,3383,3534,579,232,57280,47125,2338,3037,2737,36,25,157,1825,54144,46987,2144,3242,1419,114,8,53409,46157,2055,2927,1804,172,14,31805,18399,13002,26745,13974,12771,31119,15724,13916,31063,14980,14411,30596,16058,14538,23953,14144,9180,23979,14188,9275,27992,14842,12276,29286,15422,13457,28932,14592,13367,28735,13443,14003,28734,14121,13521
83,83,66520,55439,2263,8118,688,570,66,65281,53304,2791,8159,954,666,52,64487,50948,2377,8866,993,1272,84,63798,50425,2330,8828,997,1271,84,65351,53652,2351,7961,965,684,73,64936,52840,2168,8333,937,883,70,53823,45708,1806,5780,505,414,39,52175,43955,1991,5408,358,403,0,51823,41953,1813,6358,717,880,52,51823,41953,1813,5587,558,100,10,165,1637,52030,44060,1708,5381,457,403,0,51295,43850,1468,5309,333,409,0,25596,10731,14403,22568,8884,13684,24676,8038,15567,24689,8488,14477,24413,9242,15171,19732,7969,11363,19698,8380,10929,24074,8902,14503,28498,10207,17888,28258,10547,16786,28147,9372,17459,28028,9440,17565
84,84,65440,63560,545,667,343,354,39,64411,62084,972,895,246,246,14,64041,60046,843,989,554,1128,66,64134,60137,843,1002,556,1130,68,63909,60632,1238,1059,321,276,15,63838,60269,1293,859,463,300,75,51764,50624,304,351,225,278,20,51110,49905,439,463,138,192,4,51333,48699,491,535,377,846,39,51333,48699,491,305,240,98,12,102,1386,50910,49340,692,562,159,178,4,50615,49230,604,347,232,262,28,29366,9588,19178,28164,7869,20295,31450,6225,24191,31403,7133,22260,31093,8118,22975,26075,7441,18242,26018,7938,17629,31221,7610,22913,37147,8278,28354,36872,9220,26728,36706,7643,27591,36618,7920,27705
85,85,65923,63229,990,916,616,271,40,67086,63704,1110,1273,857,254,97,66340,61368,1648,1360,1049,775,71,66424,61445,1650,1376,1052,775,71,66547,63129,1160,1364,727,309,69,65810,62078,1281,1383,766,337,115,51310,49642,610,492,428,181,29,52785,50666,744,691,386,177,0,52523,49132,1083,870,768,530,43,52523,49132,1083,626,618,46,17,63,938,52455,50285,759,766,362,227,0,52250,49830,836,891,403,267,35,27572,9850,17196,26081,8404,17677,29314,8017,20235,28926,8108,19091,28383,8917,19466,23661,8174,15074,23585,8967,14254,28517,8733,19147,33680,9525,23744,33200,9967,22411,32929,8309,23246,33064,8664,23349
86,86,64917,62480,1146,667,342,361,41,64712,61363,1843,929,403,355,89,63956,59538,1722,873,436,1082,72,64092,59665,1725,902,444,1083,72,65269,61539,1937,1070,411,415,135,64258,60011,2053,1116,448,369,56,49744,48391,625,308,206,254,31,50510,48839,824,459,186,182,0,50003,47082,1051,532,311,800,42,50003,47082,1051,292,168,53,7,117,1233,50800,48965,885,501,119,245,0,50055,48195,818,530,223,282,0,27336,8913,17830,25904,7709,18195,29162,6146,21819,29063,6715,20618,28591,7675,20916,23636,7148,15936,23681,7987,15184,28569,7272,20516,33847,7793,25536,33493,8373,24178,33214,6739,25026,33258,7267,24827
87,87,52468,48070,1151,1290,1845,214,57,59343,52550,1201,1970,3631,154,38,66250,54287,2509,2971,5424,779,102,66300,54332,2509,2985,5439,782,102,59930,52003,1305,2112,4364,156,84,66096,54941,2255,3422,5276,213,101,41384,38675,685,710,1203,157,29,45713,42269,596,974,1728,73,0,52746,44530,1715,1855,3795,586,63,52746,44530,1715,1412,3480,55,18,231,1305,45853,42205,684,763,1961,97,0,50922,45462,1375,1450,2422,113,0,27300,10576,16375,26862,9694,17168,31679,11453,18823,31832,10687,19856,31456,11148,20308,28246,12199,15519,28257,13684,14044,32625,13362,18454,38277,16448,21258,37950,15743,21267,37782,13802,22463,37777,14497,21974
88,88,60682,52496,2120,3067,2826,297,71,63238,51421,3101,3505,5209,530,107,66599,51919,3501,4287,5936,831,127,64646,50872,3335,3574,5934,828,129,64308,51255,3930,3651,5656,489,32,67629,52607,4607,4701,6075,533,149,48600,42587,1448,2419,1965,222,44,48564,41830,2005,2391,2038,276,15,52908,42700,2296,3004,4129,591,81,52908,42700,2296,2530,3783,50,31,185,1333,48819,41420,2234,2532,2388,280,10,51109,42823,2401,2813,2757,243,10,31082,13440,17249,30470,12718,17752,32268,13518,17299,32365,12531,18329,31942,13184,18758,28290,13857,13819,28285,15388,12266,32516,15142,16457,37294,18081,18654,36905,17380,18375,36751,15324,19758,36701,16063,19106
89,89,62287,52751,4685,3995,939,423,54,64408,51755,6533,4917,1327,617,180,66340,51076,8196,5207,1167,1320,99,66531,51194,8206,5330,1178,1322,100,64820,52408,6296,5190,1384,574,159,66360,53274,6999,4503,1371,875,130,48139,42430,2757,2307,618,285,42,48075,41810,2484,2913,515,255,0,51868,42062,5071,3319,807,935,69,51868,42062,5071,2511,636,86,22,108,1372,49045,42845,2433,2731,610,279,0,50720,44145,2930,2663,598,265,0,27667,9861,17498,27026,9057,17969,29699,8677,19891,29805,8763,19633,29358,9419,19939,23430,8463,14578,23369,9026,13956,28879,9491,18686,34061,11272,22291,33571,10863,21778,33454,9670,22332,33460,10044,22282
90,90,63188,59143,1373,1850,685,412,45,64958,60114,1971,2058,560,354,5,64812,58625,1940,2097,747,1070,43,64923,58729,1940,2188,758,1075,43,65312,58887,2839,2591,522,374,14,65513,57856,2649,3367,776,416,15,47883,45437,781,1079,414,275,25,49765,47295,704,1099,391,246,0,50370,46373,1157,1288,517,765,26,50370,46373,1157,910,364,85,4,144,1333,49285,46060,1099,1479,376,257,0,49785,46145,1242,1643,450,279,0,26794,8647,17785,25826,7248,18578,29353,6565,21751,29305,6659,21271,28740,7268,21472,23216,6556,16277,23196,6923,15943,28743,7195,20857,34308,8436,25378,33611,8156,24476,33452,7149,24741,33482,7489,24777
91,91,63916,58516,2830,1600,773,386,44,64538,58547,3052,1980,823,394,12,65497,57299,3704,2013,1099,1174,89,65612,57392,3707,2060,1109,1174,90,64591,57988,3570,1952,952,474,9,66367,58764,4113,2353,1086,621,13,50444,47004,1716,1024,536,269,21,51132,47894,1345,1189,417,289,0,53116,47522,2375,1310,803,894,56,53116,47522,2375,977,616,78,10,138,1400,51316,47613,1768,1215,430,344,0,52897,48697,2208,1239,444,287,4,28983,12058,16462,26945,10268,16677,30526,9830,19494,30522,10004,18997,29970,10391,19579,25281,10187,14569,25237,10759,14024,30447,10860,18811,36278,12540,23205,35767,12026,22623,35537,10916,22902,35637,11186,23049
92,92,63760,60279,1440,1123,739,337,26,66023,60673,1766,2188,1219,419,51,66470,59950,2371,1661,1065,1089,82,66531,60005,2373,1706,1067,1089,82,66750,61209,2089,2217,1152,415,57,67498,61409,2396,2134,1066,401,57,48849,46795,818,611,454,240,14,51794,48627,1191,1095,612,237,0,52237,47967,1474,988,716,787,56,52237,47967,1474,651,488,51,10,154,1442,53111,49882,1252,1137,576,147,0,52938,49833,1406,898,567,111,0,30322,10826,19099,29556,9624,19932,32206,8875,21896,32289,8925,21760,31938,9427,22511,27766,9801,17388,27781,11011,16227,32504,10463,21178,37974,12192,25215,37707,12039,24692,37548,10400,25528,37581,10967,25332
93,93,62338,57206,1518,2277,1192,316,50,63379,56055,2339,3278,1537,633,99,65263,55639,3050,3824,1654,1071,78,65319,55684,3051,3861,1654,1072,78,63906,55943,2330,3282,1396,801,157,65547,56263,2588,4312,1478,789,20,48158,44891,916,1455,747,214,28,48753,44949,1186,1641,576,242,24,51415,45002,1870,2494,1164,758,45,51415,45002,1870,2047,960,75,16,137,1308,49071,45301,1129,1644,504,345,39,50219,45880,1211,2255,542,276,18,30998,11979,18594,29786,10434,19352,32951,10252,21293,32922,10338,21041,32531,10840,21691,27349,10554,16179,27365,11405,15473,32426,11458,20081,37485,13412,23484,37034,12885,22965,36882,11765,23461,36927,11876,23591
94,94,62113,57129,1446,2328,1054,343,50,63041,56033,2516,3104,1231,405,8,63211,54671,2668,3266,1405,1111,59,63281,54726,2670,3289,1415,1115,59,62871,55363,2901,3215,1040,548,7,62970,54947,2827,3255,1217,759,225,47344,44253,839,1372,700,243,33,48138,44099,1336,1769,673,236,0,49493,43814,1631,2064,981,801,38,49493,43814,1631,1610,790,70,6,157,1415,47742,43709,1290,1942,581,269,0,48044,43994,1321,1766,550,271,4,27099,10755,15947,26311,9538,16773,29060,8393,19427,29030,8645,18881,28710,9314,19396,23889,9060,14316,23939,9798,13691,28771,9591,18387,34010,11055,22413,33594,10801,21719,33460,9730,22079,33498,9868,22220
95,95,62827,34292,13506,15662,1122,824,94,63704,31326,16763,16093,1303,679,37,65777,29823,19491,16710,1251,1323,127,66193,29958,19542,16826,1256,1324,129,63958,30997,16635,16555,1724,698,23,65776,32000,17650,16722,1586,906,54,46161,28644,7980,9464,749,531,65,44783,26544,8330,8961,627,263,4,49026,25181,12590,10937,845,921,77,49026,25181,12590,8634,620,83,18,256,1644,45484,26413,8632,9257,863,254,4,47708,27375,9425,9756,757,377,0,23233,15650,7243,20257,13603,6654,22027,13728,7265,22010,13436,7451,21775,14229,7546,16136,10805,4910,16168,11262,4609,20264,12990,6716,23212,14600,8277,22685,14096,7737,22553,13331,7974,22538,13396,8093
96,96,58739,43507,8083,5083,2823,408,87,61286,42226,9686,6397,4098,523,199,63354,44131,9436,5843,4239,776,84,63476,44191,9462,5866,4248,776,84,61689,42582,10291,5508,4488,457,168,64242,44766,10872,5638,4412,683,127,45995,36002,5116,3200,1979,282,57,46810,35405,6126,3286,1733,159,50,50909,37389,6501,3990,3011,555,58,50909,37389,6501,2832,2691,42,3,197,1254,47389,36047,6174,2604,2235,186,55,50056,38153,6844,2664,2207,217,30,29856,17119,12461,28816,15715,13101,31473,17497,12314,31738,16830,13708,31127,17041,14086,27217,16918,9632,27164,17661,8943,31375,18449,11999,35690,21548,13594,35196,20220,13838,35003,19173,14327,34970,19187,14476
97,97,59022,52753,2925,1773,1688,229,33,61653,52960,4158,2770,2091,207,0,65789,54623,5303,3097,2246,772,70,65859,54678,5308,3109,2254,772,70,61146,51563,4424,3066,1935,225,4,64782,52631,5994,4251,1928,506,287,45632,41652,1789,1050,1136,160,18,46957,42025,2429,1242,1127,126,0,51953,44318,3467,1942,1667,581,52,51953,44318,3467,1419,1475,53,11,168,1042,46146,41350,2372,1202,1066,185,0,49517,42736,3414,1856,1295,174,0,30459,11829,18311,29607,10611,18996,32823,11563,19661,33108,11273,20689,32525,11356,21169,28504,12030,15924,28488,12949,15044,33173,13028,19324,38448,15643,22236,37967,14601,22416,37742,13411,22959,37685,13546,23023
98,98,60662,56680,1955,1143,747,293,52,65209,59198,3078,1644,1342,167,54,66704,58760,3443,2107,1475,895,80,66784,58829,3444,2139,1489,897,80,65600,58847,3564,2148,805,391,0,66758,59056,4133,1964,1282,368,27,46681,44282,1162,625,480,201,33,50496,47320,1474,968,648,69,0,52741,47425,2230,1290,985,633,52,52741,47425,2230,894,801,33,8,171,1179,50537,47372,1383,1235,332,198,0,51485,47813,1764,1163,483,225,0,28434,10490,17602,27854,9441,18413,31514,9566,20234,31640,9554,20580,31088,10020,21068,26684,10420,15640,26624,11424,14598,31697,11286,19496,37419,13686,23121,37046,13149,22793,36791,11576,23564,36802,11851,23441
99,99,62384,58994,1436,895,952,265,25,63193,58251,2794,1109,837,366,0,64040,58015,2847,1360,1244,577,71,64103,58068,2851,1387,1260,578,71,63892,59089,2736,1059,987,122,0,64397,59575,2355,1286,872,145,29,45576,43572,848,461,603,161,16,46545,43828,1417,689,359,209,0,47904,44105,1704,802,796,428,45,47904,44105,1704,476,646,38,14,94,827,47267,44828,1400,531,422,85,0,47554,45222,1152,659,389,106,0,25810,9142,16251,24484,7579,16905,26796,6882,18662,26795,6996,18644,26222,7403,18819,22055,7338,14317,22064,7718,13939,26554,7739,18148,31427,9044,21922,30984,8724,21397,30864,7800,21780,30869,8136,21705
100,100,61385,58835,1316,748,293,277,57,64033,59908,2612,726,604,262,82,64124,59272,2392,1112,443,785,50,64207,59347,2395,1129,447,785,50,64084,59690,2469,966,660,264,149,63656,58837,2638,1137,446,341,132,42752,41269,740,402,174,204,25,45149,43107,1188,432,231,156,0,45565,42556,1442,662,266,552,30,45565,42556,1442,411,158,46,2,83,867,44326,42124,1191,523,263,157,0,43937,41896,1192,584,137,84,10,21484,6919,14254,20480,5897,14583,22394,5275,16173,22419,5442,16049,22049,5627,16422,18439,5556,12529,18453,5903,12223,22352,5820,16025,26864,6673,19862,26317,6417,19278,26183,5647,19578,26152,5854,19556
101,101,60791,46920,10695,2982,959,405,70,62933,43659,15326,3296,1297,741,77,65189,43703,16960,3727,1304,806,127,65422,43860,17008,3759,1310,807,127,62941,43714,14968,3458,1247,736,15,65246,44432,16368,3593,1320,717,161,46678,38148,6452,1777,675,276,43,46659,35940,8668,1427,475,169,0,50380,36318,10970,2379,902,584,85,50380,36318,10970,1310,739,54,9,118,862,47773,36483,9085,1406,584,244,0,49745,37737,9880,1315,672,147,0,25475,11539,13501,23941,9949,13992,26311,9896,15466,26131,9820,15031,25674,10460,15214,20182,8705,11102,20163,9383,10443,25215,10111,14508,29887,11501,17979,29359,11399,17071,29194,10235,17651,29178,10538,17596
102,102,62740,59531,1517,795,769,223,35,65400,60243,2859,1201,884,268,44,65661,59307,2981,1329,1098,746,83,65771,59409,2985,1351,1112,746,85,65956,59810,3553,1566,1020,201,27,65721,58974,3732,1704,1129,323,25,48458,46461,897,455,511,184,19,49890,46780,1579,716,639,139,10,51201,46940,1901,798,795,546,57,51201,46940,1901,470,640,48,24,147,1031,50185,46665,1923,765,650,102,8,50575,46295,2402,891,655,228,4,28013,9881,17656,26717,8206,18511,29858,7330,21324,29751,7625,20583,29193,8177,21016,23809,7688,15649,23806,8569,14813,29057,8394,19946,34332,9697,24167,33887,9717,23146,33682,8260,23928,33730,8704,23724
103,103,62009,39342,4244,15983,3024,608,65,63205,38297,5991,16237,3663,399,81,63988,37333,7374,15719,3563,1174,121,64346,37408,7395,15877,3568,1178,123,63381,38945,6542,16241,2610,534,46,63319,38019,6842,15809,2869,802,105,48745,32852,2647,11134,2291,419,47,47172,31811,3480,10314,1314,161,10,50946,31708,4922,11288,2713,865,79,50946,31708,4922,9748,2423,112,24,315,1694,48091,32897,3699,10143,985,246,0,48448,33113,4100,9630,1234,336,0,30344,19004,10919,27898,17430,10468,29450,17410,10789,29067,16615,11420,28570,16935,11635,24113,15370,8195,24121,16238,7367,28527,17614,10138,32700,20425,11760,32242,19633,11404,31997,18015,12375,31971,18583,11853
104,104,59473,27641,9128,21744,2353,588,146,61159,25442,11350,23788,3484,719,302,65086,24091,13750,23395,4998,1391,126,65491,24180,13780,23516,5004,1391,126,60889,24711,11367,24118,4503,852,206,64782,27016,12505,22751,5323,938,550,44077,23525,5576,13821,1668,378,82,41896,21026,5308,13620,1596,294,0,48922,20890,8871,15673,3752,978,95,48922,20890,8871,13418,3481,122,25,264,1851,41697,20490,5399,13416,2117,163,0,45709,22954,6159,13593,2314,281,90,25365,16847,8163,23310,15677,7633,24424,15366,8129,23659,14710,8486,23122,14846,8276,18809,12597,5884,18833,13135,5332,22884,15038,7373,26369,17372,8682,25817,17045,7920,25430,15388,8739,25417,16010,8311
105,105,54872,36999,3136,12605,2613,398,56,57526,34610,3910,14878,4735,307,5,62669,33466,5501,16653,7162,897,87,62825,33505,5507,16739,7164,897,87,58805,33771,4226,16187,5261,277,11,63703,34486,4530,18586,7193,390,115,43721,31317,2008,8718,1846,273,43,42536,29040,2145,9262,1827,187,0,49619,28886,3582,11777,5188,657,64,49619,28886,3582,10124,4861,73,12,250,1831,43400,28497,2355,10134,2256,136,0,46574,29148,2619,11514,3065,112,0,29507,17179,11955,27961,16444,11517,29624,16914,11541,29232,16312,12434,28687,16751,11936,25318,15973,8867,25282,17012,7819,29405,18075,10715,33839,21148,12235,33428,21055,11388,33132,18410,13306,33107,19679,12141
106,106,64694,56455,2212,3031,2829,384,85,67046,56459,4662,2857,3016,478,9,66783,52877,4911,3990,4141,976,110,66872,52950,4914,4023,4160,977,111,67732,55603,5104,2896,3171,670,11,67405,54483,6046,2735,3295,456,14,48717,43810,1294,1528,1947,257,39,51242,45678,2112,1596,1547,283,0,53022,43254,3454,2631,2941,704,73,53022,43254,3454,1940,2623,48,22,168,1513,51397,45733,2383,1552,1457,327,0,50818,44708,2897,1524,1398,240,0,31739,13143,18125,30357,12046,18311,32942,12696,18718,32722,12145,19899,32068,12182,19886,27999,12731,14711,27917,14015,13366,32750,14255,17727,37837,17053,20225,37455,16863,19443,37041,14338,20941,37078,15191,20351
107,107,70017,67060,912,1523,308,267,38,67482,63224,1844,2245,299,429,47,67082,61322,1966,2260,491,868,71,65921,60933,1805,1677,487,867,70,67254,62604,1802,2560,435,371,55,67102,61917,2086,2777,438,423,36,55838,53706,573,1183,199,183,22,54088,51182,1098,1480,196,155,15,53951,49925,1253,1706,311,607,38,53951,49925,1253,1453,192,52,4,88,984,54529,51191,1164,1745,231,189,10,54484,50945,1347,1789,177,236,0,26480,10901,14887,23019,9046,13973,27356,6342,20059,26789,7664,17130,26034,9068,16966,21231,7249,13675,21148,8568,12176,26251,7867,17749,31500,8205,22872,31076,9417,20669,30726,7727,21404,30896,8260,21535
108,108,65795,61850,1847,1328,611,347,28,64600,59812,2149,1545,994,332,23,65153,57996,3011,1896,1154,1009,94,65258,58091,3012,1914,1156,1009,95,64023,58935,2407,1367,982,307,14,64793,59058,2642,1498,1032,305,17,51845,49522,1072,698,412,235,18,50817,48118,1254,789,423,232,4,51636,47009,1832,1059,844,738,74,51636,47009,1832,731,700,77,18,96,1173,49990,47564,1318,506,385,256,10,50651,47860,1418,636,500,233,4,25601,10245,14778,25435,9746,15689,27662,8110,18355,27046,8576,16611,27017,9846,17171,22380,8538,13478,22364,9487,12437,27048,9404,16918,32186,10666,20975,31819,11249,19532,31653,9581,20568,31714,9914,20565
109,109,67295,63500,1349,1514,713,334,31,65652,61195,1806,1504,850,298,83,64727,58831,2140,1449,1071,948,62,64825,58921,2141,1474,1075,949,62,65390,60683,1933,1447,845,299,183,64924,59481,2219,1453,861,457,134,54739,51956,922,1163,535,245,23,53600,50690,1044,1057,478,257,15,53098,48896,1493,988,811,716,51,53098,48896,1493,671,610,51,15,109,1253,53320,50450,1034,965,554,225,95,53160,49920,1348,1014,557,221,110,28204,13191,14447,25074,10857,14217,28228,8934,18004,28102,9819,16292,27621,11082,16539,22638,8837,13437,22638,9822,12424,27031,9895,16386,31171,10532,20098,30721,11690,17991,30425,9693,19144,30711,11392,18108
110,110,67120,64727,916,622,518,432,32,65191,62058,1104,775,482,666,102,63408,58447,1199,988,759,1332,84,63536,58571,1200,1005,763,1334,90,64457,60350,1040,1115,559,1155,62,63218,59587,1167,858,572,671,52,52051,50512,571,328,370,312,22,50835,49145,584,373,219,497,64,50278,46879,730,590,536,1014,52,50278,46879,730,402,403,90,7,100,1667,50375,48165,520,565,264,847,39,49540,47800,557,453,301,512,10,29305,12826,15867,25882,10767,15115,29035,8104,19676,28895,8809,17758,28365,9359,19006,23225,8452,14351,23308,8665,14127,28275,9046,18396,33592,10148,22873,33014,10471,21525,32694,8839,22152,32881,8585,23215
