ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
65,65,20879,12060,2542,5085,1225,450,281,21424,11809,3491,4962,1134,384,318,23511,12708,3591,5360,1440,869,461,21547,11789,3961,4717,1155,367,232,23474,13189,3926,5011,1290,472,551,14236,8736,1418,3171,812,278,156,14217,8250,2061,2938,545,240,133,16264,9228,2203,3474,933,525,274,16264,9228,2203,2885,600,99,189,57,1003,13904,8019,2342,2725,558,204,78,14944,9016,2168,2745,619,235,120,5417,2423,2879,5096,2217,2802,5033,1935,2760,5009,1556,3234,4213,1940,1822,4188,1738,2450,5191,2114,2844,6526,2805,3536,6469,2778,3233
66,66,26453,21289,1454,1733,1849,322,66,26900,20214,2081,2246,2181,378,83,24145,17768,2179,1831,1692,587,165,26458,20198,1531,2172,2423,484,38,25849,20383,1577,1672,1994,384,121,24160,19838,1177,1306,1690,258,43,22190,18794,1067,1484,542,285,25,21683,16414,1765,1344,1529,464,114,21683,16414,1765,1053,1327,76,65,222,761,22214,18894,904,1362,651,358,0,21931,19074,1081,924,573,239,0,7244,3961,3123,6022,3167,2592,5950,3196,2077,5894,2607,2927,5152,3471,1157,5060,3097,1963,5815,3391,2076,6462,4017,2213,6477,3969,2171
67,67,20658,16637,1272,1342,1237,278,73,22735,18110,1301,1702,1500,215,115,23696,17644,1961,1881,1696,589,83,23059,18130,1700,1583,1274,223,150,23054,17420,1820,1827,1473,408,168,16331,13529,861,889,896,188,47,17152,14478,764,1173,555,155,20,18656,14303,1359,1294,1216,462,53,18656,14303,1359,1018,989,60,29,65,833,17518,14505,1126,1205,495,168,49,17685,14283,1061,1405,663,206,60,9122,3994,4992,8782,3645,4940,9376,4132,4379,9494,3046,6087,9017,5241,2920,8874,4017,4857,9887,4688,4733,11219,5816,5088,11286,5827,5046
68,68,26244,18773,2653,3688,897,601,243,25298,17033,3411,3416,1066,724,175,23694,15368,3257,3375,1049,849,349,24170,15957,3118,3541,1037,648,250,24240,15251,3660,3681,1284,733,172,18910,14231,1524,2277,605,367,137,18580,13174,2142,2194,561,345,62,17627,11811,2143,2292,774,618,237,17627,11811,2143,1870,526,100,155,60,962,17504,12422,1693,2190,660,310,61,17653,12038,2107,2262,682,338,53,6635,2414,3992,6116,2131,3829,5811,1625,3769,5790,1216,4278,4836,1917,2345,4760,1459,3301,5628,1719,3663,6848,2223,4429,6807,2346,4058
69,69,24485,19534,2847,1059,934,269,39,24834,18894,3692,1234,744,463,53,24131,17532,3770,1297,944,756,75,24333,18537,3544,1368,785,467,46,23578,17497,3776,1294,918,294,19,18015,15096,1601,588,620,164,20,17751,14772,1484,734,393,258,0,18142,13927,2290,753,671,546,45,18142,13927,2290,526,536,68,14,40,741,17430,14351,1538,736,441,219,0,17480,13835,2129,689,621,182,4,9802,3531,6027,9116,3020,5795,9327,2593,5912,9257,2175,6338,7681,3383,3522,7617,2518,5099,9077,2929,5652,10396,3402,6754,10356,3643,6223
70,70,24655,23018,854,349,136,371,19,23423,21395,1044,444,214,389,0,22912,20674,1054,340,177,568,41,23160,21052,1128,462,212,403,24,23151,20737,1203,479,268,500,96,18579,17652,497,134,71,258,12,17573,16466,528,228,101,268,0,17658,16258,627,172,113,404,23,17658,16258,627,83,61,67,12,63,487,17489,16283,617,230,83,283,0,17740,16298,737,173,114,308,0,11275,3160,7689,10147,2609,7297,10512,2093,7693,10491,1646,8203,8713,3012,4788,8621,2110,6511,10099,2288,7411,11789,2639,8957,11719,2852,8261
71,71,24241,20635,1706,1270,493,335,31,24271,20473,1700,1359,653,230,40,24005,19360,2085,1371,569,745,53,23927,20348,1731,1143,552,203,76,24009,20342,2024,1143,451,383,33,18580,16401,982,740,317,210,16,18054,16225,622,681,310,163,0,18894,15859,1242,864,374,525,23,18894,15859,1242,652,282,86,7,55,711,18399,16378,886,587,275,144,0,18343,16405,1028,494,116,158,0,10738,3791,6726,10209,3291,6691,10508,3093,6551,10445,2381,7346,8940,4022,4109,8904,2910,5994,10352,3429,6410,11749,4037,7424,11740,4219,7043
72,72,23936,19416,3310,699,233,465,25,23750,18757,3309,934,357,611,58,23363,17802,3559,901,291,906,31,23415,18344,3275,821,460,569,70,23146,17691,3829,958,225,835,12,17572,14848,1960,366,158,304,15,17144,14425,1838,408,158,283,57,17676,14085,2264,543,181,637,15,17676,14085,2264,329,127,108,4,52,707,17524,14700,1911,324,187,369,66,17484,14418,2298,395,102,274,10,10581,4140,6183,9549,3531,5791,9965,3243,5941,9925,2831,6496,9191,4172,4040,9019,3431,5588,10202,3776,5924,11700,4474,6964,11652,4583,6468
73,73,22500,20784,876,442,196,230,35,22251,20218,1017,496,325,306,35,23632,20384,1420,733,344,666,44,22260,20128,1043,457,341,312,0,23671,21098,1228,646,408,303,4,17164,16121,518,250,139,152,20,16998,15573,631,290,163,246,0,18440,16161,939,518,230,471,37,18440,16161,939,379,166,70,5,95,625,17074,15634,569,364,205,266,0,18033,16500,562,431,275,214,0,10585,3372,6947,9692,2830,6615,10011,2667,6566,10024,2094,7438,8808,3611,4404,8607,2580,6027,9900,2966,6528,11319,3449,7600,11261,3623,7160
74,74,23511,21984,764,339,175,289,22,23504,21445,1214,420,212,354,13,22927,20595,974,512,212,567,22,23197,20988,1290,575,124,298,21,22649,20562,892,478,423,372,20,18135,17228,437,197,118,183,10,17922,17008,469,185,41,187,6,17726,16206,580,340,141,392,14,17726,16206,580,233,103,65,5,66,468,17559,16483,499,312,48,208,13,17159,16081,428,271,153,220,10,10937,3917,6665,9880,3143,6491,10328,3030,6480,10345,2332,7548,9229,3982,4309,9065,2775,6290,10211,3238,6562,11573,3775,7519,11573,3950,7186
75,75,24758,22022,1130,1014,130,541,41,25044,22307,1021,1182,92,465,10,23998,20200,1238,1266,211,1006,52,25101,22116,1034,1113,233,499,29,24179,20551,1190,1253,469,570,22,18760,16768,782,827,80,353,23,19206,17124,602,1024,77,354,10,18662,15852,869,1030,146,697,33,18662,15852,869,866,102,126,11,46,790,19426,17128,633,988,204,428,10,18534,16034,758,982,260,426,10,10198,3528,6405,9327,2782,6306,9485,2268,6587,9442,2007,6816,8193,2981,4398,8063,2279,5784,9364,2547,6377,10730,2913,7602,10707,3056,7113
76,76,24067,22115,1272,258,148,368,20,23705,20919,1711,432,187,584,3,23181,20480,1478,272,202,653,31,23403,21052,1438,310,181,511,3,23270,20764,1546,353,176,537,6,18062,16944,717,113,94,250,8,17858,16525,682,211,80,403,0,17738,15989,901,124,137,470,15,17738,15989,901,74,90,71,4,56,553,17673,16503,562,175,87,372,0,17408,16242,633,134,97,355,0,11253,3536,7278,10306,3124,6899,10727,2451,7479,10713,2133,7922,9364,3479,4629,9278,2321,6957,10415,2670,7275,12042,3072,8683,11968,3278,7947
77,77,23798,22116,783,196,257,468,24,23520,21273,1213,319,266,527,41,24094,20762,1151,412,512,1152,36,23604,21345,1189,505,161,467,26,23402,21211,1021,623,239,347,7,17213,16234,426,84,155,319,13,17080,15841,662,99,143,311,9,17722,15649,633,183,332,799,26,17722,15649,633,95,246,129,8,50,912,17469,16320,613,201,39,264,4,17731,16535,589,280,59,234,0,10495,3417,6823,9391,2541,6604,10025,2309,7016,9983,2079,7174,8646,3051,4663,8529,2396,6133,10097,2719,6878,11842,3209,8367,11780,3367,7809
78,78,21124,17905,1046,1010,1000,199,24,21665,18225,1464,1009,801,234,17,23056,18033,1790,1443,1151,610,30,22541,18467,1173,1158,1093,229,0,23241,18450,1691,827,1639,317,2,14460,12551,587,563,636,130,11,15133,13520,652,462,382,91,0,16341,13159,1052,875,765,406,16,16341,13159,1052,728,657,42,11,59,633,15649,13677,651,562,710,112,0,16085,13470,902,401,1173,136,0,11408,4417,6842,10956,3752,6960,11332,4134,6025,11116,3684,6730,10100,4796,4454,10024,4478,5546,11506,4873,6008,13248,6231,6693,13235,5972,6561
79,79,24715,21795,1056,730,591,641,15,24155,20574,1457,876,765,743,71,23609,19456,1441,843,561,1183,116,24165,20424,1745,835,690,699,76,23308,19947,1511,642,600,660,14,18817,16906,664,463,408,417,9,18584,16295,837,511,435,440,0,18441,15567,940,565,421,815,72,18441,15567,940,441,358,212,43,53,827,18389,16141,888,531,410,419,0,17996,15799,959,419,403,441,0,10346,3581,6447,9410,3003,6202,9715,2590,6470,9666,2393,6681,8086,3135,4071,8014,2454,5560,9372,2756,6198,10862,3118,7496,10882,3331,6962
80,80,25388,20367,3064,940,179,1054,31,24191,18858,3354,1169,135,973,25,23973,17731,3521,944,226,1612,138,23921,18700,3029,1307,190,995,55,24238,18128,3521,1452,312,1375,43,18709,15687,1761,580,126,655,21,17486,14435,1769,614,43,608,0,17746,13813,2123,554,139,1101,96,17746,13813,2123,405,84,309,66,45,901,17639,14617,1667,574,135,633,0,17558,14449,1603,682,229,563,0,9260,3454,5477,8076,2885,4966,8290,2252,5478,8249,2233,5437,6860,2797,3237,6805,2324,4481,7989,2505,5111,9402,2796,6399,9413,3015,5777
81,81,21216,13714,4171,1705,1404,470,60,21648,14252,3630,2138,1394,422,92,23040,14481,3923,2243,1620,952,136,21431,14231,3563,2059,1437,392,94,23002,14201,4258,2466,1545,683,77,14766,10315,2303,1005,950,295,34,14622,11080,1427,1049,820,172,0,16888,11243,2439,1414,1148,673,92,16888,11243,2439,1165,977,150,40,55,819,14488,10937,1359,1253,796,144,0,15785,11226,1944,1421,874,313,25,6195,2297,3758,6358,2133,4056,6731,2036,4041,6562,1880,4238,5776,2392,2792,5672,1988,3684,6844,2366,4090,8202,2929,5055,8132,2967,4731
82,82,22750,20461,991,451,444,477,53,23288,20502,1062,572,569,456,175,23223,19544,1456,656,537,1111,67,23537,20132,1506,644,593,473,194,23059,19247,1784,537,582,675,143,16255,14981,528,206,259,289,34,16833,15449,390,319,309,289,15,17119,14862,814,327,346,740,39,17119,14862,814,202,204,165,15,38,819,16852,15214,558,311,288,386,15,16498,14753,742,220,243,421,24,10545,3479,6852,9855,2939,6639,10326,2715,6632,10080,2533,6895,8995,3561,4440,8841,2932,5909,10267,3247,6438,11819,3838,7671,11740,3938,7168
83,83,23915,13412,4268,5105,1035,685,82,23293,12164,4031,5451,1163,793,15,24120,11692,4906,5656,1266,1052,120,23131,12010,4197,5433,1001,720,16,23340,11815,5020,5027,945,828,63,17463,11032,2466,2990,756,427,44,15742,10022,1694,3102,466,361,10,18008,9796,3126,3589,926,733,70,18008,9796,3126,3100,793,171,47,70,905,15897,10072,1912,3007,483,352,15,16247,10145,2446,2713,475,331,4,8588,4685,3726,7550,4055,3257,7421,3678,2922,7238,3343,3399,6462,3933,1955,6352,3562,2790,7365,4050,2907,8459,4909,3305,8382,4870,3082
84,84,24162,9218,3071,10757,1090,665,45,22976,9160,2975,9615,1036,650,151,23539,8699,4952,8705,850,1199,88,23371,9256,3624,9121,1022,721,192,23596,10148,4174,7931,930,1047,76,17177,7262,1691,7278,834,395,25,15393,7241,1072,6358,377,331,14,16987,7077,2821,6062,676,797,52,16987,7077,2821,5416,507,143,21,70,932,15248,7466,955,6014,422,340,25,15647,8118,1515,5179,450,372,4,8907,6468,2271,7606,5327,2052,7269,4831,1761,6976,4380,2218,6484,4782,1243,6376,4566,1810,7169,5031,1831,8193,5968,2053,8111,5745,2034
85,85,19535,14646,963,1973,1814,293,25,23381,17307,1378,2833,1749,316,56,23565,16203,1657,2958,2177,717,83,23244,17384,1042,3006,1575,262,68,24607,18148,1219,3072,1598,527,68,14746,11488,616,1253,1263,181,18,17260,13621,785,1878,804,209,0,18041,13038,1091,1906,1570,474,57,18041,13038,1091,1631,1402,102,20,66,691,16752,13425,551,1906,716,157,0,17667,13833,748,2025,918,231,0,9574,3706,5724,9443,3340,5905,10047,3821,5287,9916,3203,6297,9172,4563,3930,9024,3665,5359,10472,4402,5633,12387,5623,6487,12369,5588,6390
86,86,24353,14434,5258,3158,1120,819,34,24580,13170,6822,2960,1002,943,22,24159,11963,6434,3742,1332,1323,59,24531,13184,6142,3472,1061,989,26,23806,12551,5832,4009,844,887,44,17829,11903,2976,1799,789,537,25,16236,11003,2485,1663,478,540,0,18056,10114,3961,2315,979,939,32,18056,10114,3961,1913,860,206,11,79,912,16475,11292,2215,1785,522,531,0,15741,10824,2171,1941,318,396,10,7293,3783,3337,6657,3511,2861,6550,3076,2783,6321,2857,2887,5483,3199,1716,5383,3054,2329,6399,3402,2588,7379,4136,3033,7300,4086,2730
87,87,22228,15766,1475,2617,2233,340,31,23433,16445,1802,2412,2301,607,128,23768,15710,2177,2812,2486,771,42,24447,17234,1932,2418,2522,565,43,24371,17111,1978,2554,2423,571,42,17062,12731,951,1664,1583,217,24,17305,12948,883,1583,1353,395,65,18791,13080,1426,1943,1842,543,23,18791,13080,1426,1636,1660,113,9,46,821,18251,13827,1123,1433,1506,310,15,18104,13939,1039,1370,1460,346,4,10491,4349,5975,10136,3677,6250,10783,4192,5595,10585,3521,6546,9811,4977,4122,9647,4019,5628,10943,4724,5737,12416,5807,6326,12393,5778,6232
88,88,21825,12729,1837,3817,3323,413,67,23754,11930,3175,4269,4512,431,0,23527,11451,2893,4604,4203,811,85,23654,12077,3568,3711,4413,475,82,23801,11789,3610,3918,4622,757,142,16368,10310,1144,2465,2288,289,45,16401,9647,1198,2465,2815,235,0,17958,9540,1862,3107,3026,606,62,17958,9540,1862,2624,2827,111,34,57,903,16805,9737,1518,2251,3185,152,0,17886,10103,1728,2582,3243,257,0,8318,3998,4178,7786,3479,4110,8038,3442,3834,7842,3136,4193,7055,3854,2595,6967,3464,3503,8172,3931,3822,9571,4843,4500,9501,4810,4284
89,89,23427,10745,1340,9320,1945,506,47,22558,9285,2671,8536,2315,380,3,24153,10736,2523,8451,2086,867,57,22137,9304,3094,7546,2498,386,0,23230,10580,2954,7735,2233,434,0,17640,8755,836,6466,1450,341,25,15104,7239,1263,5721,693,268,0,19043,9076,1709,6180,1685,622,32,19043,9076,1709,5686,1523,134,10,88,817,15092,7570,1554,5163,621,204,0,16784,9083,1613,5154,665,244,0,10182,6346,3674,8979,5482,3324,8718,5078,2900,8451,4529,3484,7745,5078,2071,7611,4697,2914,8722,5328,3007,9905,6346,3366,9859,6219,3249
90,90,18529,16601,1000,318,298,373,29,21781,19293,1137,579,364,448,8,23547,19512,1834,708,597,919,47,22579,19749,1129,711,558,436,7,23988,19954,2237,933,724,355,0,12579,11564,494,131,181,220,10,14975,13834,346,245,232,306,0,16704,14314,1003,372,391,606,26,16704,14314,1003,241,293,121,6,54,672,15217,13952,501,239,233,297,0,16865,14968,1002,445,300,169,0,8062,2278,5614,8143,1952,5986,9542,2180,6562,9322,1899,6860,8638,3126,4583,8485,2375,6110,9965,2742,6733,12037,3428,8353,11965,3558,7884
91,91,20791,16944,2003,891,606,532,44,23987,18655,2517,1094,1357,683,10,24248,18481,2680,1242,919,1055,45,23538,18512,2208,1153,1323,383,15,23953,19194,2050,1568,801,483,18,14992,12781,1093,469,373,322,25,16872,14331,1128,538,541,333,0,18008,14451,1539,736,597,684,25,18008,14451,1539,578,484,160,6,44,746,16590,14400,748,670,461,288,0,16802,14628,693,777,324,210,0,8920,3090,5650,9095,2808,6032,10034,2889,6209,9845,2570,6668,9086,3763,4415,8919,2993,5926,10416,3479,6382,12372,4307,7777,12319,4369,7354
92,92,24565,16161,6313,1411,466,706,48,23956,14783,6972,1228,522,963,0,23647,14106,6670,1561,519,1196,52,24022,14666,7131,1241,630,692,0,24712,14314,7073,2221,747,724,27,18781,13628,3690,860,328,456,30,17319,12877,2804,904,342,414,0,18641,12226,4307,1006,372,867,44,18641,12226,4307,759,257,161,8,67,856,17655,12943,2919,909,447,410,0,18473,12937,3079,1533,521,410,0,10040,5027,4793,9120,4503,4298,9279,4450,3903,9009,4049,4319,8217,5107,2494,8035,4489,3546,9146,4913,3747,10233,5699,4271,10173,5707,3967
93,93,21481,19856,779,225,232,443,20,22762,20158,1240,481,559,361,351,22688,19510,1290,403,431,1033,43,23005,20331,1120,559,544,508,366,22424,19068,1615,141,906,619,582,15353,14479,385,82,145,291,7,15548,14458,503,110,88,185,0,16488,14642,649,181,259,663,21,16488,14642,649,84,154,131,6,38,784,16064,14904,382,129,99,341,0,15832,14292,614,57,228,354,49,8912,2655,6024,9010,2362,6398,9900,2115,6972,9690,1957,7088,8519,2913,4674,8392,2308,6084,9778,2488,6786,11323,2796,8275,11238,2977,7688
94,94,22150,19116,1479,639,674,346,19,23093,19576,1895,665,689,351,71,23075,18639,2159,745,734,851,40,22571,18718,1981,758,1020,267,66,23039,18833,1681,1263,753,405,58,15975,14194,862,337,423,202,11,16848,14787,1061,356,421,165,35,17401,14480,1352,428,502,594,29,17401,14480,1352,285,390,99,13,40,742,16474,14325,1132,396,464,94,40,16952,14726,1055,493,419,206,10,11003,3662,7194,10747,3151,7337,11352,3320,7040,11178,2920,7658,9984,4131,4846,9788,3256,6532,11390,3833,6991,13022,4638,8090,12974,4726,7758
95,95,23924,16511,4405,1977,510,919,47,24123,15105,5614,2423,469,987,28,23956,14153,5707,2415,649,1535,67,24366,14801,5915,2354,726,1050,19,23252,14849,4631,2227,987,884,26,18046,13539,2562,1114,362,631,27,17164,12485,2405,1432,311,541,20,18459,11902,3638,1486,461,1138,55,18459,11902,3638,1175,357,273,21,104,989,17285,12387,2234,1472,635,502,15,16894,12593,1790,1374,666,463,10,6907,3279,3425,6365,3024,3060,6159,2592,2923,5916,2386,3015,5129,2729,1798,5040,2618,2422,6060,2901,2762,7182,3563,3408,7090,3523,3019
96,96,22824,15292,3457,2462,1114,950,53,21027,14033,3702,2036,1133,742,35,22823,13339,4552,2834,1018,1568,40,21377,13642,4704,2279,1296,547,32,21821,12756,4373,2776,1930,1034,24,16521,12214,1899,1253,718,568,30,14517,11042,1594,1055,541,241,0,16681,10748,2736,1555,735,1051,31,16681,10748,2736,1207,643,249,13,73,1012,14806,10761,2162,1254,424,177,0,14924,10216,1949,1513,765,299,0,6881,3256,3460,6413,2937,3236,6295,2430,3255,6087,2349,3254,5008,2460,1933,4931,2405,2526,6034,2650,2979,6993,3090,3678,6892,3133,3282
97,97,22204,16667,2474,1347,1427,556,33,23204,17123,2432,2193,1223,593,51,23588,15536,3774,1789,1673,1136,76,22406,16492,2392,1942,1208,559,80,24094,16056,4194,2461,879,695,13,15873,12648,1349,671,934,370,20,16587,13308,1178,1128,616,343,0,17104,11990,2250,991,1203,762,42,17104,11990,2250,740,1097,159,19,51,798,16277,12553,1367,1138,775,343,4,16761,12303,2141,1436,493,389,4,8003,3148,4687,7504,2674,4587,7920,2345,4801,7751,2316,4851,6766,2853,3091,6631,2597,4034,7939,2885,4567,9402,3579,5575,9328,3668,5113
98,98,23997,17654,3186,1311,1285,873,44,24400,17295,4154,1208,1260,770,0,23362,15563,3779,1590,1311,1386,70,24892,16783,4453,1652,1554,1013,47,24282,16404,4396,1527,1425,1003,45,16846,13217,1681,668,861,538,29,17019,13571,1654,501,578,602,0,17038,12174,2178,849,916,978,36,17038,12174,2178,613,785,235,20,41,992,17118,13072,1670,756,731,577,0,16653,12922,1541,579,905,403,0,7199,3030,3969,6746,2660,3818,7181,2271,4230,6967,2253,4126,5956,2543,2635,5862,2408,3454,7027,2596,3975,8211,2987,5008,8091,3111,4437
99,99,18663,16191,726,483,1071,272,20,20712,16965,1257,587,1780,313,39,23491,18240,1455,1157,1892,771,52,21032,17034,1266,828,1750,328,6,23119,18311,1487,954,1945,442,126,12832,11399,388,274,643,144,14,14386,12562,575,236,856,139,15,16739,13450,893,689,1238,475,39,16739,13450,893,542,1066,88,13,52,635,13981,12050,625,324,802,110,4,15171,12884,604,590,830,166,10,8300,2453,5703,9050,2321,6559,10056,2792,6373,9985,2312,7147,9143,3724,4661,9020,2864,6156,10570,3461,6628,12620,4568,7781,12648,4528,7694
100,100,24272,20821,1584,720,807,428,32,23932,20389,1991,635,853,379,8,23853,18510,2498,1100,892,937,51,24537,19842,2233,1489,667,496,20,24667,19133,2821,1658,629,495,40,17720,15709,895,378,501,260,21,17726,15765,909,402,462,162,0,18218,14828,1481,619,610,633,32,18218,14828,1481,431,497,133,10,50,788,17600,15315,1140,468,439,199,0,17600,15015,1419,599,374,166,0,12357,4341,7809,11934,3733,7881,12172,3763,7356,11880,3355,7930,10537,4748,4881,10340,3730,6610,11925,4340,7015,13305,5183,7840,13213,5257,7469
101,101,20869,19222,844,237,291,315,9,21606,19823,917,289,311,387,26,23265,20310,1310,441,435,728,35,22012,19897,915,391,310,579,11,23640,21507,1115,190,417,565,18,14382,13484,456,103,168,186,9,15037,14163,498,91,102,180,10,16470,14698,739,217,255,477,15,16470,14698,739,121,190,95,1,46,580,15369,14401,495,146,77,249,0,16725,15422,695,126,168,316,0,9626,2540,6879,9653,2158,7276,10661,2179,7624,10514,1910,8049,9272,3161,5233,9119,2234,6885,10701,2625,7618,12573,3182,9142,12534,3294,8790
102,102,25966,19874,3590,2060,177,496,25,24829,18155,4134,2089,162,853,4,23668,16869,3848,1951,250,970,53,24119,17865,3543,2189,214,792,6,23317,17397,3451,1810,310,881,4,19819,15809,2198,1440,123,352,12,18191,14414,1907,1380,70,368,4,18660,13797,2585,1424,171,755,39,18660,13797,2585,1141,94,175,14,52,802,17887,14129,1811,1445,107,356,4,17807,14010,2080,1278,142,340,4,7588,3569,3818,6594,2957,3404,6464,2386,3456,6464,2098,3812,5323,2671,1922,5258,2408,2850,6475,2670,3389,7798,3205,4370,7777,3301,3979
103,103,23988,9405,10982,2678,601,894,48,22806,7973,11415,2585,514,1114,6,23991,8766,11395,2685,595,1164,81,23822,9291,10949,2572,654,1168,16,23694,9088,11448,2080,667,1385,59,17201,8083,6402,1940,436,615,30,13079,7052,3862,1670,198,241,0,18321,7804,7452,2086,461,867,55,18321,7804,7452,1801,368,196,22,69,609,14722,8499,3823,1727,296,360,0,15051,8393,4412,1595,245,430,0,4530,2729,1676,3741,2307,1314,4196,2332,1460,3967,2101,1545,3694,2446,879,3611,2323,1288,4215,2585,1404,5100,3190,1748,5039,3124,1618
104,104,23553,21653,1070,417,235,259,11,23118,20713,1493,537,272,267,4,23650,20399,1571,673,274,649,37,23050,20362,1840,379,330,267,90,23207,20538,1818,391,243,247,81,18213,17090,620,215,146,191,6,17933,16477,890,202,162,150,0,18458,16410,965,348,178,467,26,18458,16410,965,236,135,91,8,43,570,18000,16353,1127,108,154,161,70,18012,16389,1140,120,113,132,35,12334,4158,7950,11598,3400,7985,11400,3087,7524,11505,2317,8615,10347,4282,5008,10212,3066,7146,11523,3443,7577,12914,3947,8719,12947,4092,8373
105,105,22707,17488,2672,1397,743,644,39,23213,17977,2983,1345,744,485,0,23307,16073,3722,1783,872,1085,60,23037,18049,2883,1304,527,591,0,22281,17647,2501,1057,757,501,0,17710,14453,1591,795,536,418,27,17535,14538,1517,701,480,311,0,18422,13515,2400,1113,632,819,39,18422,13515,2400,833,505,183,10,62,914,17377,14360,1436,847,350,346,0,16893,13861,1488,682,507,264,0,8826,3731,4904,8623,3236,5082,8544,3007,4703,8308,2724,5001,7433,3559,3123,7323,3082,4241,8566,3478,4583,9941,4246,5418,9857,4264,5060
106,106,23973,23095,453,171,93,187,9,22785,21672,607,201,95,195,40,23174,21639,655,237,159,406,51,22648,21337,631,272,106,239,40,23158,21574,705,320,156,287,4,18770,18288,250,55,54,127,6,17495,17005,214,89,39,125,19,17855,16923,367,97,84,292,24,17855,16923,367,43,47,42,9,24,400,17360,16799,266,51,55,188,19,17585,16935,297,116,64,209,0,12630,3396,8614,11845,2699,8880,11461,2014,8748,11353,1553,9312,8963,2961,4933,8974,1788,7186,10441,1975,8123,12282,2370,9661,12169,2504,9084
107,107,26472,24212,1304,532,180,311,21,24187,21837,1364,476,297,313,0,24305,21256,1386,741,236,648,49,24468,21663,1627,637,411,371,52,24758,21748,1433,690,536,332,192,20176,18826,768,291,114,203,11,18795,17374,852,284,111,196,0,18730,16711,854,449,152,498,37,18730,16711,854,294,99,83,3,37,649,18749,17210,919,173,150,276,0,18670,17175,752,197,234,218,25,12007,3196,8379,10991,2623,8055,10853,2124,7955,10773,1721,8335,8981,3147,4789,8853,2135,6718,10274,2311,7498,11680,2571,8855,11613,2703,8276
108,108,22551,17695,1533,2050,1136,242,44,24407,18966,1778,2111,1230,414,42,24157,17636,2101,2537,1346,511,55,24106,18467,1533,2394,1351,489,35,24624,18968,2115,2303,1002,545,4,17503,14207,990,1319,843,182,24,18442,15653,732,1039,726,245,0,19450,14878,1409,1693,1025,366,36,19450,14878,1409,1473,857,32,19,90,692,18221,15411,724,1183,679,247,0,18942,15777,1095,1363,598,192,0,11242,5596,5500,10366,4659,5436,11160,5278,4788,10930,4625,5622,10050,5803,3443,9979,5477,4502,11440,6017,4823,13313,7611,5392,13313,7312,5242
109,109,24418,22943,612,491,134,268,23,23380,21407,880,569,188,344,44,23076,20840,864,541,206,573,31,23173,21103,882,645,230,326,96,23059,20725,985,491,150,583,79,19350,18296,411,378,81,198,14,18385,17105,522,441,75,240,19,18229,16629,589,381,143,423,18,18229,16629,589,306,79,110,0,28,488,18201,16890,495,471,138,241,0,18205,16690,667,379,103,358,0,12182,2775,8910,11256,2266,8751,11166,1727,8843,11182,1338,9333,9352,2837,5482,9219,1832,7387,10499,1839,8329,11973,2131,9613,11905,2377,8966
