ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
110,110,24088,22700,662,437,157,194,19,23352,21652,699,607,184,219,87,22587,20508,780,529,195,539,69,22929,21188,749,663,169,191,60,22468,20381,909,651,233,374,61,18653,17746,395,310,100,134,8,17926,16935,336,437,75,134,63,17707,16329,497,375,119,360,40,17707,16329,497,279,73,64,8,25,432,17495,16430,418,435,92,146,43,17331,16027,514,438,92,220,42,11764,2514,8725,11026,1894,8889,11077,1437,9093,11054,1207,9365,9422,2497,5915,9302,1586,7716,10495,1537,8634,11968,1751,10008,11945,1930,9424
111,111,23455,21301,1164,398,441,211,22,23781,20911,1589,658,433,280,329,24121,20648,1867,614,469,449,123,23980,21052,1648,571,561,284,182,24199,21199,1664,649,509,315,69,18688,17251,753,219,363,138,13,18374,16955,837,255,69,186,5,19256,16749,1353,395,341,334,106,19256,16749,1353,258,186,37,0,68,605,18816,17254,937,230,128,176,1,19099,17483,982,258,143,154,1,10149,3311,6593,9373,2559,6613,9471,2349,6502,9512,1780,7364,8317,3565,3909,8163,2428,5735,9503,2762,6381,11064,3235,7580,11056,3361,7247
112,112,24534,20112,3588,543,97,312,23,23477,18825,3744,523,112,411,79,22577,17279,3978,543,126,680,10,23204,18329,3865,546,96,420,96,22325,17459,3893,539,115,822,6,18480,15882,2023,336,62,212,8,16872,14934,1269,275,77,244,60,17115,13780,2424,330,78,485,4,17115,13780,2424,212,63,69,3,40,524,16778,14720,1415,291,58,248,60,16326,13978,1776,273,57,238,0,9705,2644,6748,9022,2030,6842,8898,1623,6794,8805,1151,7201,7463,2333,4181,7373,1578,5795,8501,1781,6394,9664,2090,7412,9624,2197,7039
113,113,25904,22988,2062,432,156,407,19,24652,21038,2382,616,186,542,44,23990,20150,2447,504,169,757,55,24187,20940,2193,532,198,396,54,23926,20269,2336,468,216,596,35,19939,18210,1181,249,111,265,14,18751,16901,1036,419,128,254,0,18524,15994,1527,325,117,550,24,18524,15994,1527,228,69,76,0,35,595,18509,16776,1036,353,129,225,0,18453,16412,1270,355,110,263,0,11905,3344,8050,10433,2540,7656,10684,1930,8087,10693,1526,8582,8906,2830,4959,8886,1940,6946,10084,2042,7682,11630,2399,9008,11575,2590,8454
114,114,24790,23182,924,254,139,358,23,23508,22115,638,322,108,245,28,23846,21400,1098,402,178,685,44,23809,21964,1014,366,278,382,51,24295,21581,1327,453,269,652,231,18874,17934,495,135,91,248,14,18219,17460,369,164,43,221,0,18424,16799,675,243,116,502,34,18424,16799,675,174,70,75,18,75,538,18189,17274,437,136,56,227,0,18429,17225,676,139,71,270,0,11223,3255,7483,10093,2594,7254,10282,2015,7602,10271,1641,8012,8972,2874,5156,8829,2085,6744,10075,2191,7507,11811,2532,9071,11789,2773,8464
115,115,24843,18699,5389,284,266,331,25,24093,17470,5842,389,152,328,41,23901,16890,5940,335,223,667,29,23487,17123,5565,345,168,285,22,24222,16790,6325,325,283,481,13,17850,14348,3037,134,176,213,15,15653,13290,1866,204,77,237,20,17484,13200,3595,145,143,430,9,17484,13200,3595,96,106,66,1,30,390,15786,13328,2032,182,105,251,20,16157,12976,2585,188,199,321,0,9906,2192,7303,9226,1798,7251,9120,1392,7243,9055,1096,7543,7904,1888,4909,7797,1457,6340,8722,1440,6973,9988,1797,8034,10275,1953,7819
116,116,25843,24131,995,239,103,443,29,25178,22584,1530,532,226,462,14,23588,20786,1357,342,180,879,52,24625,22145,1450,399,222,462,20,24101,21439,1454,360,213,610,14,19697,18688,572,117,53,288,18,18516,17339,690,168,80,230,10,17900,16173,786,190,111,597,23,17900,16173,786,84,63,133,10,21,630,18228,17065,688,133,88,286,15,17780,16501,770,125,73,390,8,12201,3091,8577,10925,2385,8308,11002,1733,8607,10893,1557,8768,9035,2671,5311,8846,1748,7098,10257,1839,8044,11823,2052,9526,11754,2295,8879
117,117,18616,16141,1270,420,574,251,15,22220,19703,1180,569,560,205,0,23087,18936,1830,675,823,759,37,21927,19071,1422,490,775,127,0,23523,20116,1283,683,823,216,15,13003,11534,751,235,353,159,5,15246,13877,542,361,393,80,0,16866,14193,1138,397,542,511,20,16866,14193,1138,272,444,71,5,27,716,14930,13215,795,289,541,63,0,16114,14383,765,333,496,165,0,9277,3808,5325,9404,3367,5821,10741,3972,5779,10610,3679,6321,10169,4910,4416,10046,4371,5675,11466,4864,6036,13741,6226,7195,13713,6102,6889
118,118,24282,21821,2034,195,117,227,9,23467,20151,2659,172,223,297,21,23583,19805,2797,238,208,611,103,23278,20005,2689,153,171,287,17,23501,19892,2831,154,139,502,11,18649,17252,1147,73,66,147,8,17215,15885,877,78,145,257,8,17868,15502,1700,123,121,413,65,17868,15502,1700,19,46,50,9,27,515,16995,15690,953,61,86,231,8,17090,15585,1036,46,80,358,4,12749,2277,9931,11735,1769,9749,11689,1350,9810,11621,1082,10118,9682,2073,6417,9526,1314,8212,10816,1319,9218,12375,1531,10657,12285,1779,9996
119,119,23353,8395,13739,757,450,433,79,23712,7353,14908,809,546,379,57,23670,6274,15700,1118,426,1120,42,23607,7278,14897,992,547,602,26,23001,6745,14919,1207,454,901,63,15928,6890,8190,491,302,241,64,11423,5898,4755,472,197,91,0,16083,5135,9745,755,307,692,33,16083,5135,9745,612,248,60,5,31,247,11427,5599,4915,486,222,108,0,11929,5349,5706,409,221,84,0,5296,2048,3091,4728,1768,2868,4248,1490,2487,4167,1150,2770,4042,1746,1727,3970,1613,2357,4354,1687,2475,5047,2077,2865,5011,2054,2672
120,120,23601,21716,1377,219,114,196,21,23349,20891,1752,417,168,184,2,23310,20082,1958,439,213,536,58,23190,20614,1814,354,160,263,1,23270,20576,1957,368,95,359,33,18422,17283,817,108,84,137,13,17485,16485,628,108,150,141,0,17881,15784,1246,275,126,342,32,17881,15784,1246,219,76,30,3,39,484,17526,16294,818,102,129,195,0,17400,16165,782,136,62,244,0,12063,2510,9070,11297,1932,9083,11317,1388,9321,11235,1126,9630,9223,2297,5978,9082,1448,7634,10380,1462,8614,11793,1721,9873,11781,1860,9387
121,121,18102,14191,1922,1148,664,225,28,22782,17317,2889,2041,614,136,16,23004,16826,2596,1931,995,608,56,21705,16879,2106,2178,497,152,2,22180,17085,2209,1992,826,407,0,12696,10393,1114,651,427,143,15,14629,12714,654,898,249,87,0,16169,12336,1527,1179,650,383,30,16169,12336,1527,1018,561,57,15,77,578,14189,12410,452,1146,235,70,0,14914,12714,750,1060,396,148,0,8265,3452,4673,8111,3064,4850,9158,3486,4753,8981,3100,5207,8505,4184,3621,8422,3871,4551,9795,4266,4991,11895,5564,6028,11892,5426,5817
122,122,22496,12820,8672,515,327,369,23,22267,11753,9561,527,436,425,56,22931,11145,10213,591,560,685,46,21917,11091,9480,710,594,492,80,22448,11664,9326,834,573,396,70,15434,9740,5011,336,225,241,14,13182,9036,3577,246,167,133,0,16114,8645,6389,399,364,430,24,16114,8645,6389,321,293,76,0,42,348,13188,8605,3710,388,230,154,0,13511,8859,3735,407,278,199,0,7016,1672,5079,6337,1426,4787,6718,1435,4952,6696,1117,5265,5616,1555,3204,5497,1327,4170,6449,1457,4752,7671,1935,5615,7612,1971,5318
123,123,22300,10455,9889,885,1057,300,40,22173,9381,10236,1193,1314,232,58,22957,8627,11317,1556,1246,587,48,22329,9467,10331,1402,1153,426,90,23513,8990,11720,1737,1181,417,96,15540,8341,5878,555,694,209,20,13065,7463,4626,361,455,147,0,16660,7133,7391,1051,879,415,38,16660,7133,7391,859,810,62,3,86,316,13671,7613,4718,645,613,187,0,14383,7472,5527,669,577,154,0,6760,2267,4370,5835,1837,3884,6381,2164,3808,6323,1553,4439,5558,2244,2278,5407,2034,3373,6338,2304,3668,7285,2934,4188,7212,2854,3925
124,124,25967,16638,8732,188,174,464,23,24485,14749,9155,322,85,241,53,23685,13171,9585,279,194,808,62,24050,14261,9091,207,213,332,73,23614,13715,9207,181,249,745,25,18149,12636,5155,70,117,289,12,14775,10845,3580,136,28,183,0,16874,10168,6054,165,106,557,32,16874,10168,6054,59,57,103,9,34,390,14785,10589,3730,120,103,250,0,14060,10410,3293,78,77,236,0,9899,1846,7712,8650,1418,7089,8339,1289,6635,8201,916,6879,6621,1510,4194,6495,1123,5372,7571,1182,6154,8775,1462,7164,8688,1549,6712
125,125,24347,9200,13410,951,694,404,50,23744,7492,14268,1217,692,230,53,23208,6657,14888,879,649,915,47,23401,7178,14294,1153,659,294,38,23403,6888,14778,1141,617,393,42,16548,7339,8026,587,481,248,30,11729,5938,4866,495,350,89,0,16107,5484,9381,585,483,612,24,16107,5484,9381,481,415,58,0,23,265,11787,5737,4961,704,320,82,0,12311,5543,5704,729,253,72,0,5907,1602,4156,5595,1571,3947,5441,1691,3473,5115,1266,3501,4114,1477,2182,4019,1297,2722,4840,1546,3119,5731,1912,3714,5261,1833,3166
